game_id,team_code,team_recent30_rbi
20230636,5002,99
20230642,5002,97
20230647,5002,95
20230652,5002,98
20230659,5002,108
20230664,5002,115
20230865,5002,115
20230669,5002,125
20230878,5002,98
20230882,5002,96
20230887,5002,104
20230891,5002,104
20230895,5002,104
20230902,5002,107
20230906,5002,109
20230911,5002,112
20230915,5002,112
20230925,5002,108
20231006,5002,108
20230929,5002,115
20230933,5002,116
20230936,5002,119
20230939,5002,118
20231004,5002,115
20230953,5002,113
20230957,5002,120
20230961,5002,118
20230964,5002,117
20230972,5002,98
20230977,5002,89
20231018,5002,90
20231019,5002,93
20231022,5002,95
20240001,5002,0
20240006,5002,8
20240011,5002,12
20240016,5002,16
20240021,5002,18
20240027,5002,35
20240032,5002,37
20240037,5002,40
20240041,5002,44
20240046,5002,49
20240051,5002,54
20240056,5002,62
20240061,5002,68
20240066,5002,76
20240073,5002,92
20240078,5002,93
20240083,5002,95
20240086,5002,97
20240091,5002,99
20240096,5002,101
20240101,5002,106
20240106,5002,113
20240111,5002,119
20240117,5002,121
20240127,5002,125
20241400,5002,125
20240134,5002,132
20240139,5002,131
20240144,5002,131
20240146,5002,135
20240151,5002,138
20240156,5002,127
20240165,5002,129
20240170,5002,125
20240175,5002,134
20240176,5002,134
20240181,5002,133
20240191,5002,113
20240196,5002,99
20240201,5002,105
20240209,5002,107
20240214,5002,113
20240219,5002,113
20240221,5002,114
20240231,5002,109
20240238,5002,107
20240243,5002,110
20240248,5002,115
20240253,5002,115
20240258,5002,104
20240263,5002,109
20240266,5002,113
20240271,5002,124
20240276,5002,126
20240282,5002,120
20240287,5002,120
20240292,5002,132
20240296,5002,133
20240301,5002,130
20240306,5002,133
20240311,5002,136
20240316,5002,139
20240321,5002,143
20240328,5002,149
20240333,5002,151
20240338,5002,156
20240343,5002,148
20240348,5002,147
20240353,5002,151
20240356,5002,154
20240361,5002,159
20240366,5002,162
20240375,5002,154
20240380,5002,154
20240385,5002,161
20240386,5002,162
20240396,5002,152
20241410,5002,152
20240401,5002,141
20240406,5002,140
20240411,5002,141
20240420,5002,135
20240430,5002,124
20240432,5002,119
20240437,5002,112
20240442,5002,113
20240446,5002,85
20240451,5002,87
20240456,5002,89
20240462,5002,86
20240467,5002,82
20240472,5002,86
20240481,5002,73
20240491,5002,80
20240501,5002,83
20240510,5002,87
20240520,5002,79
20240531,5002,82
20240536,5002,85
20240541,5002,77
20240546,5002,88
20240559,5002,85
20240566,5002,85
20240571,5002,91
20240576,5002,95
