game_id,team_code,lineup_weighted_ops,lineup_weighted_isop
20240540,2002,7.289553257259612,1.4118495940860385
20240540,6002,6.391509950924376,1.035198045130629
20240541,1001,6.5063162561126155,1.1563165182432074
20240541,5002,6.994050196519684,1.158691556104479
20240542,10001,6.848714729423527,1.1470125288890096
20240542,11001,6.414909209274592,1.2803185658571672
20240543,3001,7.060590566680691,1.271775998858906
20240543,9002,6.774535021509508,1.2329100189771995
20240544,7002,6.616587571782137,1.2282067292113543
20240544,12001,6.971376546133029,1.3446172380484889
20240545,2002,7.290574727503241,1.3871340652377067
20240545,6002,6.39231916922448,1.1024253879013788
20240546,1001,6.511166327925787,1.1561918304269492
20240546,5002,7.005448039027014,1.156781648223098
20240547,10001,6.34871049034381,1.0002921461374836
20240547,11001,6.334905959587531,1.2529554526987128
20240548,3001,7.0747693985141495,1.2818691063302585
20240548,9002,6.943459693327993,1.2930857698128344
20240549,7002,6.645764311261343,1.2376666717641227
20240549,12001,6.859150592786241,1.3290988121803862
20240550,2002,7.136525043931134,1.3587837580493185
20240550,6002,6.808309325678864,1.2460255843497856
20240551,6002,6.712179053325437,1.216589570205221
20240551,10001,6.498092258903497,1.057767517227184
20240552,2002,7.320787776686935,1.4229563417906745
20240552,7002,6.667130587861658,1.2396827004945958
20240553,1001,6.316090374711779,1.0933881514998673
20240553,9002,6.873875091910458,1.223805995933761
20240555,11001,6.410305791290558,1.4153843380528022
20240555,12001,6.891909174416099,1.3025969115425375
20240556,6002,6.575059219556621,1.1216300913113806
20240556,10001,6.504069725599923,1.056885209266572
20240557,2002,7.3165534717596765,1.4236669060295772
20240557,7002,6.649374811752544,1.2171733422762039
20240558,1001,6.636173044826021,1.1917320139525496
20240558,9002,6.683165591169395,1.0608287876024889
20240559,3001,7.053674804598752,1.27558236208256
20240559,5002,7.061112951462581,1.114781358516225
20240560,11001,6.454,1.1064
20240560,12001,6.454,1.1064
20240562,2002,6.454,1.1064
20240562,7002,6.454,1.1064
20240563,1001,6.4925097534751455,1.1346776407334342
20240563,9002,6.69418494003907,1.0737450148675114
20240565,11001,6.571684707445244,1.3471234097909115
20240565,12001,6.9294848594957,1.3033048424437352
20240566,5002,7.051344738744575,1.1170772222260803
20240566,6002,7.008525625829748,1.2629378153662618
20240567,9002,6.8210334221052,1.2222941162658665
20240567,10001,6.67938991308559,1.0982636165400292
20240568,1001,6.825391420413324,1.2611954712616293
20240568,7002,6.543050320014731,1.2208187722377357
20240569,2002,7.3609331892480245,1.4042146334158092
20240569,12001,7.014761663577144,1.2696878660289708
20240570,3001,6.859686136137066,1.2303886307218064
20240570,11001,6.620223515010274,1.3609084406857026
20240571,5002,7.052020260074581,1.114091581075452
20240571,6002,7.017367173913309,1.2419486224487077
20240572,9002,6.830546942317683,1.2262536250377303
20240572,10001,6.4222402374221215,1.069910146949433
20240573,1001,6.634712808392674,1.3199116024801287
20240573,7002,6.669374283661565,1.2020150281344681
20240574,2002,7.252276215670831,1.3302933966509227
20240574,12001,7.085889246152647,1.3567293590777991
20240575,3001,6.868794191833511,1.2287911726026233
20240575,11001,6.622045804670142,1.355480375836155
20240576,5002,7.046763759420505,1.110882740515231
20240576,6002,6.994809902020688,1.2851837436955924
20240577,9002,6.700518811324935,1.1477289268787354
20240577,10001,6.200941195074826,1.0360376400773
20240578,1001,6.845972520963314,1.2824634664437178
20240578,7002,6.784477025562305,1.2537351108609136
20240579,2002,7.358320320058664,1.3325109919190175
20240579,12001,7.102484411839637,1.3537886292469803
20240580,3001,6.454,1.1064
20240580,11001,6.454,1.1064
20240581,5002,7.057322897383713,1.1250347242731447
20240581,11001,6.662302997741296,1.3213592911451828
20240582,6002,6.950420847329353,1.3019976969588125
20240582,9002,6.821322408096485,1.260529361139518
20240583,3001,7.055076964213313,1.3476970494623823
20240583,12001,6.970123078650093,1.2965146331793145
20240584,7002,6.654555924585195,1.2457771753949163
20240584,10001,6.410147064140612,1.065906169625658
20240585,1001,6.502972241445591,1.1229971711596078
20240585,2002,7.191129187672024,1.3617055077588496
20240586,5002,6.795208529523225,1.0370515188785077
