game_id,player_id,team_code,vs_team,game_date,G,GS,IP,R,ER,TBF,H,HR,BB,SO,NP,ERA,WHIP,OPS,IP_real,is_starter_actual,role_game
20250672,10783,9002,11001,08-31,1,1,4.0,3,3,18,5,0,2,1,71,6.75,1.75,0.702,4.0,1,starter
20250915,10783,9002,11001,09-17,1,1,4.2,2,2,18,5,1,1,6,81,3.86,1.29,0.921,4.666666666666667,1,starter
20250939,10783,9002,12001,09-25,1,1,2.1,5,5,14,6,0,1,0,59,19.29,3.0,1.115,2.333333333333333,1,starter
20230334,10812,7002,10001,06-17,1,1,3.0,1,1,13,3,0,1,0,50,3.0,1.33,0.558,3.0,1,starter
20230353,10812,7002,2002,06-22,1,1,4.0,0,0,14,1,0,2,4,64,0.0,0.75,0.297,4.0,1,starter
20230378,10812,7002,12001,06-28,1,1,3.0,4,4,16,8,0,0,2,61,12.0,2.67,1.125,3.0,1,starter
20230462,10812,7002,10001,07-25,1,1,2.2,3,3,15,4,0,2,2,55,10.13,2.25,0.867,2.6666666666666665,1,starter
20230488,10812,7002,9002,07-30,1,1,4.0,1,1,16,3,0,2,4,60,2.25,1.25,0.527,4.0,1,starter
20230513,10812,7002,2002,08-05,1,1,3.0,4,4,19,6,0,4,3,76,12.0,3.33,1.169,3.0,1,starter
20230539,10812,7002,6002,08-11,1,1,2.0,5,4,13,5,1,2,0,53,18.0,3.5,1.356,2.0,1,starter
20230029,10863,3001,12001,04-07,1,1,5.1,4,4,25,7,0,2,4,102,6.75,1.69,0.678,5.333333333333333,1,starter
20230054,10863,3001,5002,04-13,1,1,5.0,5,5,24,4,1,5,3,112,9.0,1.8,0.846,5.0,1,starter
20230080,10863,3001,2002,04-19,1,1,4.0,5,5,21,8,0,2,5,79,11.25,2.5,1.055,4.0,1,starter
20230130,10863,3001,10001,04-30,1,1,4.2,3,3,24,7,0,2,3,87,5.79,1.93,0.846,4.666666666666667,1,starter
20230184,10863,3001,12001,05-13,1,1,6.0,0,0,24,4,0,4,6,110,0.0,1.33,0.583,6.0,1,starter
20230203,10863,3001,7002,05-18,1,1,6.0,0,0,22,1,0,2,6,96,0.0,0.5,0.283,6.0,1,starter
20230230,10863,3001,11001,05-24,1,1,4.0,2,2,18,5,0,2,2,69,4.5,1.75,0.889,4.0,1,starter
20230251,10863,3001,5002,05-30,1,1,6.0,3,2,26,8,0,2,1,93,3.0,1.67,0.718,6.0,1,starter
20230280,10863,3001,2002,06-04,1,1,5.0,2,2,21,6,0,1,4,79,3.6,1.4,0.876,5.0,1,starter
20230304,10863,3001,1001,06-10,1,1,4.1,5,3,25,9,2,1,3,100,6.23,2.31,1.262,4.333333333333333,1,starter
20230327,10863,3001,9002,06-16,1,1,4.1,5,5,22,6,2,4,2,100,10.38,2.31,1.177,4.333333333333333,1,starter
20230489,10863,3001,2002,07-30,1,1,4.0,1,1,15,2,0,2,3,52,2.25,1.0,0.498,4.0,1,starter
20230514,10863,3001,9002,08-05,1,1,4.0,3,3,19,7,0,2,2,82,6.75,2.25,1.003,4.0,1,starter
20230532,10863,3001,10001,08-10,1,1,4.0,4,4,18,5,1,0,2,72,9.0,1.25,0.921,4.0,1,starter
20230665,10863,3001,11001,09-09,1,1,2.2,3,3,15,6,0,1,2,47,10.13,2.63,1.005,2.6666666666666665,1,starter
20230935,10863,3001,7002,09-29,1,1,6.0,1,1,23,4,0,0,5,88,1.5,0.67,0.399,6.0,1,starter
20230957,10863,3001,5002,10-05,1,1,6.0,5,2,27,8,0,2,2,102,3.0,1.67,0.824,6.0,1,starter
20231021,10863,3001,7002,10-14,1,1,5.0,4,4,23,6,1,1,2,86,7.2,1.4,0.919,5.0,1,starter
20240319,10863,3001,2002,06-05,1,1,5.0,2,1,20,4,0,1,3,76,1.8,1.0,0.461,5.0,1,starter
20240344,10863,3001,10001,06-11,1,1,6.0,3,3,26,5,0,2,9,103,4.5,1.17,0.619,6.0,1,starter
20240372,10863,3001,12001,06-18,1,1,5.1,6,6,26,9,1,1,3,87,10.13,1.88,1.167,5.333333333333333,1,starter
20240448,10863,3001,9002,07-09,1,1,5.0,4,4,21,5,1,1,4,88,7.2,1.2,0.836,5.0,1,starter
20241519,10863,3001,11001,09-27,1,1,5.0,2,2,21,6,1,0,6,66,3.6,1.2,0.912,5.0,1,starter
20250229,10863,3001,2002,05-14,1,1,4.1,0,0,19,5,0,1,5,83,0.0,1.38,0.721,4.333333333333333,1,starter
20250280,10863,3001,7002,05-25,1,1,4.0,6,6,20,7,2,1,2,70,13.5,2.0,1.137,4.0,1,starter
20240314,10909,2002,3001,06-04,1,1,4.1,5,5,23,9,1,1,2,68,10.38,2.31,1.006,4.333333333333333,1,starter
20240400,10909,2002,7002,06-23,1,1,5.1,1,1,22,6,0,0,3,76,1.69,1.13,0.591,5.333333333333333,1,starter
20240418,10909,2002,10001,06-28,1,1,1.1,5,4,12,5,1,1,1,45,27.0,4.5,1.683,1.3333333333333333,1,starter
20240032,11222,10001,5002,03-30,1,1,5.0,0,0,18,2,0,1,3,70,0.0,0.6,0.285,5.0,1,starter
20240057,11222,10001,7002,04-05,1,1,5.0,4,4,21,6,0,2,2,69,7.2,1.6,1.054,5.0,1,starter
20240082,11222,10001,9002,04-11,1,1,5.0,2,2,22,5,1,0,4,105,3.6,1.0,0.718,5.0,1,starter
20240107,11222,10001,12001,04-17,1,1,4.1,4,4,24,8,0,3,3,98,8.31,2.54,0.982,4.333333333333333,1,starter
20240132,11222,10001,2002,04-23,1,1,6.0,2,2,22,4,1,0,4,83,3.0,0.67,0.515,6.0,1,starter
20240157,11222,10001,1001,04-28,1,1,3.1,6,5,20,7,0,3,4,81,13.5,3.0,1.088,3.333333333333333,1,starter
20240183,11222,10001,12001,05-04,1,1,5.0,5,5,26,11,1,2,5,88,9.0,2.6,1.259,5.0,1,starter
20240207,11222,10001,7002,05-10,1,1,5.0,3,3,28,10,0,2,3,103,5.4,2.4,0.814,5.0,1,starter
20240252,11222,10001,11001,05-21,1,1,3.2,4,2,18,5,1,1,1,78,4.91,1.64,0.862,3.6666666666666665,1,starter
20240316,11222,10001,5002,06-05,1,1,5.0,1,1,22,4,0,3,4,82,1.8,1.4,0.529,5.0,1,starter
20240344,11222,10001,3001,06-11,1,1,5.0,1,1,20,2,0,3,5,82,1.8,1.0,0.426,5.0,1,starter
20240367,11222,10001,6002,06-16,1,1,7.1,2,2,26,3,0,1,2,85,2.45,0.55,0.314,7.333333333333333,1,starter
20240392,11222,10001,3001,06-22,1,1,5.0,5,3,25,6,0,5,3,97,5.4,2.2,0.861,5.0,1,starter
20240418,11222,10001,2002,06-28,1,1,5.0,4,4,27,8,0,3,3,96,7.2,2.2,0.907,5.0,1,starter
20240442,11222,10001,5002,07-04,1,1,7.0,3,3,29,6,0,2,6,93,3.86,1.14,0.619,7.0,1,starter
20240457,11222,10001,7002,07-11,1,1,6.0,4,4,26,6,0,2,5,97,6.0,1.33,0.683,6.0,1,starter
20240487,11222,10001,12001,07-18,1,1,6.0,0,0,22,3,0,2,4,91,0.0,0.83,0.377,6.0,1,starter
20240511,11222,10001,6002,07-24,1,1,5.2,3,3,26,6,1,5,4,104,4.76,1.94,0.899,5.666666666666667,1,starter
20240537,11222,10001,11001,07-30,1,1,6.0,1,1,24,5,0,3,4,100,1.5,1.33,0.714,6.0,1,starter
20240567,11222,10001,9002,08-06,1,1,6.0,1,1,25,7,1,0,7,92,1.5,1.17,0.68,6.0,1,starter
20240594,11222,10001,7002,08-11,1,1,6.0,2,2,26,5,0,3,2,95,3.0,1.33,0.525,6.0,1,starter
20240619,11222,10001,3001,08-17,1,1,6.0,4,3,29,10,1,1,2,93,4.5,1.83,0.95,6.0,1,starter
20240642,11222,10001,5002,08-23,1,1,5.2,3,3,25,6,0,2,3,90,4.76,1.41,0.668,5.666666666666667,1,starter
20240667,11222,10001,1001,08-29,1,1,6.0,0,0,24,4,0,3,3,96,0.0,1.17,0.482,6.0,1,starter
20241443,11222,10001,11001,09-05,1,1,5.0,5,2,25,7,0,2,1,93,3.6,1.8,0.678,5.0,1,starter
20241461,11222,10001,5002,09-11,1,1,5.1,5,5,24,6,0,1,9,93,8.44,1.31,0.697,5.333333333333333,1,starter
20241483,11222,10001,12001,09-17,1,1,5.0,4,4,23,9,0,0,1,92,7.2,1.8,1.026,5.0,1,starter
20241532,11222,10001,1001,09-25,1,1,5.0,4,4,24,7,1,3,4,93,7.2,2.0,1.036,5.0,1,starter
20250008,11222,10001,1001,03-23,1,1,3.0,5,4,18,8,1,0,3,60,12.0,2.67,1.055,3.0,1,starter
20250032,11222,10001,9002,03-29,1,1,7.0,1,1,27,5,0,1,7,93,1.29,0.86,0.53,7.0,1,starter
20250060,11222,10001,11001,04-04,1,1,6.0,0,0,24,3,0,3,7,95,0.0,1.0,0.461,6.0,1,starter
20250085,11222,10001,5002,04-10,1,1,4.0,6,6,25,10,1,3,2,98,13.5,3.25,1.111,4.0,1,starter
20250108,11222,10001,3001,04-16,1,1,4.2,6,6,25,12,0,0,4,103,11.57,2.57,1.04,4.666666666666667,1,starter
20250135,11222,10001,6002,04-22,1,1,7.0,0,0,22,3,0,0,7,90,0.0,0.43,0.272,7.0,1,starter
20250157,11222,10001,9002,04-27,1,1,6.0,1,1,25,5,0,3,6,96,1.5,1.33,0.638,6.0,1,starter
20250184,11222,10001,12001,05-03,1,1,4.1,8,8,27,9,0,5,4,94,16.62,3.23,1.019,4.333333333333333,1,starter
20250210,11222,10001,7002,05-09,1,1,6.0,2,2,25,5,1,1,8,95,3.0,1.0,0.628,6.0,1,starter
20250231,11222,10001,5002,05-15,1,1,5.0,3,3,23,4,1,3,5,101,5.4,1.4,0.716,5.0,1,starter
20250260,11222,10001,1001,05-21,1,1,7.0,3,3,27,4,0,3,6,96,3.86,1.0,0.482,7.0,1,starter
20250285,11222,10001,2002,05-27,1,1,5.0,3,3,24,8,1,2,6,93,5.4,2.0,0.917,5.0,1,starter
20250323,11222,10001,3001,06-05,1,1,7.0,3,3,31,7,1,1,5,94,3.86,1.14,0.704,7.0,1,starter
20250349,11222,10001,11001,06-11,1,1,5.0,4,4,24,6,0,2,5,91,7.2,1.6,0.867,5.0,1,starter
20250380,11222,10001,9002,06-18,1,1,6.0,1,1,25,9,0,0,1,94,1.5,1.5,0.8,6.0,1,starter
20250415,11222,10001,2002,06-26,1,1,6.0,4,4,25,5,0,2,6,97,6.0,1.17,0.584,6.0,1,starter
20250438,11222,10001,12001,07-02,1,1,6.0,4,3,25,7,0,0,2,97,4.5,1.17,0.655,6.0,1,starter
20250461,11222,10001,5002,07-08,1,1,6.0,2,2,26,6,0,2,5,100,3.0,1.33,0.714,6.0,1,starter
20250505,11222,10001,3001,07-23,1,1,5.0,3,3,23,7,0,2,8,98,5.4,1.8,0.859,5.0,1,starter
20250527,11222,10001,9002,07-29,1,1,3.0,4,4,15,5,1,2,3,72,12.0,2.33,1.159,3.0,1,starter
20250581,11222,10001,6002,08-10,1,1,6.1,3,3,23,5,1,0,6,73,4.26,0.79,0.608,6.333333333333333,1,starter
20250610,11222,10001,12001,08-16,1,1,7.0,2,1,24,2,1,0,4,92,1.29,0.29,0.342,7.0,1,starter
20250632,11222,10001,1001,08-22,1,1,4.0,8,8,23,8,1,1,1,70,18.0,2.25,1.149,4.0,1,starter
20250660,11222,10001,7002,08-28,1,1,3.1,8,7,24,11,2,2,3,84,18.9,3.9,1.406,3.333333333333333,1,starter
20250865,11222,10001,1001,09-03,1,1,5.2,0,0,20,3,0,0,3,90,0.0,0.53,0.316,5.666666666666667,1,starter
20250898,11222,10001,7002,09-13,1,1,4.0,3,2,16,3,0,0,3,52,4.5,0.75,0.527,4.0,1,starter
20250916,11222,10001,6002,09-18,1,1,7.0,1,1,27,4,0,3,6,93,1.29,1.0,0.467,7.0,1,starter
20250935,11222,10001,2002,09-24,1,1,7.0,2,2,26,5,1,0,8,95,2.57,0.71,0.538,7.0,1,starter
20240343,11229,5002,1001,06-11,1,1,2.1,2,0,12,2,0,0,4,37,0.0,0.86,0.364,2.333333333333333,1,starter
20240361,11229,5002,3001,06-15,1,1,1.0,1,1,6,3,0,0,1,26,9.0,3.0,1.167,1.0,1,starter
20230352,11232,3001,12001,06-22,1,1,4.1,4,3,23,8,0,1,1,78,6.23,2.08,0.911,4.333333333333333,1,starter
20230380,11232,3001,1001,06-28,1,1,5.2,5,4,27,8,0,0,3,88,6.35,1.41,0.784,5.666666666666667,1,starter
20230460,11232,3001,10001,07-23,1,1,4.0,4,3,20,6,1,0,1,77,6.75,1.5,1.015,4.0,1,starter
20230484,11232,3001,2002,07-29,1,1,3.1,3,1,16,4,0,2,1,71,2.7,1.8,0.76,3.333333333333333,1,starter
20230509,11232,3001,9002,08-04,1,1,3.0,4,3,18,7,0,2,2,77,9.0,3.0,1.1,3.0,1,starter
20230953,11232,3001,5002,10-04,1,1,5.0,2,2,21,7,0,2,4,90,3.6,1.8,0.818,5.0,1,starter
20230977,11232,3001,5002,10-10,1,1,4.0,7,6,21,6,1,1,2,77,13.5,1.75,1.048,4.0,1,starter
20240059,11232,3001,6002,04-05,1,1,5.0,3,3,24,6,0,4,2,85,5.4,2.0,0.861,5.0,1,starter
20240084,11232,3001,1001,04-11,1,1,6.2,2,2,29,6,1,1,5,100,2.7,1.05,0.721,6.666666666666667,1,starter
20240106,11232,3001,5002,04-17,1,1,5.0,5,5,23,8,1,1,2,95,9.0,1.8,1.058,5.0,1,starter
20240140,11232,3001,9002,04-24,1,1,4.2,6,6,23,10,2,0,1,77,11.57,2.14,1.218,4.666666666666667,1,starter
20240164,11232,3001,10001,04-30,1,1,4.0,5,5,21,5,1,5,4,92,11.25,2.5,1.009,4.0,1,starter
20240500,11232,3001,1001,07-20,1,1,3.0,7,7,16,4,2,2,1,54,21.0,2.0,1.438,3.0,1,starter
20230169,11242,9002,2002,05-10,1,1,4.0,3,3,17,5,0,2,1,65,6.75,1.75,0.867,4.0,1,starter
20240060,11242,9002,11001,04-05,1,1,3.1,5,4,18,7,0,1,3,81,10.8,2.4,0.856,3.333333333333333,1,starter
20240251,11242,9002,6002,05-21,1,1,4.0,8,8,25,10,2,3,5,88,18.0,3.25,1.338,4.0,1,starter
20230055,11284,12001,11001,04-13,1,1,4.1,1,1,18,4,0,0,6,68,2.08,0.92,0.591,4.333333333333333,1,starter
20230112,11284,12001,10001,04-27,1,1,2.1,3,2,12,5,0,0,1,53,7.71,2.14,0.917,2.333333333333333,1,starter
20230959,11284,12001,2002,10-05,1,1,5.0,2,2,17,3,1,0,3,72,3.6,0.6,0.588,5.0,1,starter
20230975,11284,12001,6002,10-10,1,1,2.0,1,1,9,2,0,1,1,35,4.5,1.5,0.708,2.0,1,starter
20240417,11284,12001,1001,06-28,1,1,3.1,3,3,16,6,2,0,1,43,8.1,1.8,1.125,3.333333333333333,1,starter
20240427,11284,12001,1001,06-30,1,1,2.2,1,1,11,3,0,0,0,34,3.38,1.13,0.673,2.6666666666666665,1,starter
20240534,11284,12001,1001,07-28,1,1,4.2,3,2,20,6,2,0,3,76,3.86,1.29,0.95,4.666666666666667,1,starter
20240588,11284,12001,3001,08-10,1,1,5.0,1,1,19,2,1,1,2,78,1.8,0.6,0.547,5.0,1,starter
20240613,11284,12001,6002,08-16,1,1,2.0,4,4,14,5,1,3,1,59,18.0,4.0,1.389,2.0,1,starter
20240637,11284,12001,10001,08-22,1,1,5.0,2,2,19,3,0,0,3,59,3.6,0.6,0.489,5.0,1,starter
20240661,11284,12001,5002,08-28,1,1,2.0,0,0,9,3,0,0,0,26,0.0,1.5,0.875,2.0,1,starter
20241442,11284,12001,3001,09-05,1,1,5.0,1,1,21,6,0,0,2,77,1.8,1.2,0.715,5.0,1,starter
20241487,11284,12001,1001,09-18,1,1,3.0,3,3,13,3,1,2,2,44,9.0,1.67,1.021,3.0,1,starter
20250193,11284,12001,11001,05-05,1,1,5.0,2,2,19,5,0,0,0,60,3.6,1.0,0.631,5.0,1,starter
20250254,11284,12001,2002,05-20,1,1,5.1,1,1,20,5,0,0,3,70,1.69,0.94,0.668,5.333333333333333,1,starter
20250310,11284,12001,2002,06-01,1,1,1.1,4,4,11,7,2,0,0,43,27.0,5.25,1.818,1.3333333333333333,1,starter
20240154,11300,6002,7002,04-27,1,1,2.0,6,6,13,6,0,3,1,47,27.0,4.5,1.392,2.0,1,starter
20230029,11308,12001,3001,04-07,1,1,7.0,1,1,25,4,1,0,4,80,1.29,0.57,0.44,7.0,1,starter
20230050,11308,12001,11001,04-12,1,1,5.2,5,5,25,8,2,0,6,85,7.94,1.41,1.11,5.666666666666667,1,starter
20230073,11308,12001,9002,04-18,1,1,7.0,2,2,30,7,0,2,4,91,2.57,1.29,0.647,7.0,1,starter
20230096,11308,12001,6002,04-23,1,1,7.0,1,1,28,7,0,0,3,95,1.29,1.0,0.5,7.0,1,starter
20230123,11308,12001,1001,04-29,1,1,7.0,2,2,31,9,0,1,2,104,2.57,1.43,0.623,7.0,1,starter
20230179,11308,12001,3001,05-12,1,1,8.0,1,1,27,5,0,0,5,97,1.13,0.63,0.518,8.0,1,starter
20230201,11308,12001,5002,05-18,1,1,4.2,8,8,29,12,0,3,3,82,15.43,3.21,1.094,4.666666666666667,1,starter
20230228,11308,12001,10001,05-24,1,1,7.0,0,0,24,4,0,0,5,88,0.0,0.57,0.334,7.0,1,starter
20230254,11308,12001,2002,05-30,1,1,2.0,3,2,12,4,0,1,3,36,9.0,2.5,1.0,2.0,1,starter
20230285,11308,12001,3001,06-06,1,1,7.0,1,1,24,4,0,1,3,87,1.29,0.71,0.399,7.0,1,starter
20230323,11308,12001,9002,06-15,1,1,7.0,3,3,27,7,1,0,4,98,3.86,1.0,0.703,7.0,1,starter
20230347,11308,12001,3001,06-21,1,1,7.0,1,0,25,4,0,0,5,92,0.0,0.57,0.36,7.0,1,starter
20230373,11308,12001,7002,06-27,1,1,6.0,3,3,26,6,0,1,7,92,4.5,1.17,0.6,6.0,1,starter
20230398,11308,12001,11001,07-02,1,1,6.2,0,0,29,7,0,0,7,98,0.0,1.05,0.562,6.666666666666667,1,starter
20230422,11308,12001,2002,07-08,1,1,7.0,3,3,27,6,1,0,2,88,3.86,0.86,0.592,7.0,1,starter
20230442,11308,12001,10001,07-13,1,1,7.0,0,0,26,5,0,0,9,87,0.0,0.71,0.384,7.0,1,starter
20230468,11308,12001,5002,07-26,1,1,7.0,1,1,25,4,0,0,4,97,1.29,0.57,0.367,7.0,1,starter
20230492,11308,12001,9002,08-01,1,1,8.0,0,0,29,6,0,0,4,97,0.0,0.75,0.552,8.0,1,starter
20230516,11308,12001,6002,08-06,1,1,7.0,1,1,28,6,0,1,5,103,1.29,1.0,0.546,7.0,1,starter
20230543,11308,12001,11001,08-12,1,1,7.0,3,3,34,13,0,1,1,106,3.86,2.0,0.939,7.0,1,starter
20230594,11308,12001,2002,08-24,1,1,7.0,2,1,27,6,0,1,5,99,1.29,1.0,0.576,7.0,1,starter
20230627,11308,12001,10001,09-01,1,1,5.0,6,6,24,9,1,1,3,81,10.8,2.0,1.099,5.0,1,starter
20230652,11308,12001,5002,09-07,1,1,6.0,6,6,28,10,1,1,3,103,9.0,1.83,0.949,6.0,1,starter
20230873,11308,12001,11001,09-13,1,1,6.0,2,2,26,9,0,1,7,111,3.0,1.67,0.865,6.0,1,starter
20230979,11308,12001,1001,09-19,1,1,6.0,1,1,26,9,0,2,4,101,1.5,1.83,0.798,6.0,1,starter
20230917,11308,12001,2002,09-24,1,1,7.0,0,0,25,6,0,2,2,90,0.0,1.14,0.581,7.0,1,starter
20230950,11308,12001,2002,10-03,1,1,5.0,1,1,17,3,0,0,3,57,1.8,0.6,0.489,5.0,1,starter
20240018,11308,12001,6002,03-27,1,1,4.0,9,9,25,13,0,1,2,86,20.25,3.5,1.43,4.0,1,starter
20240043,11308,12001,2002,04-02,1,1,6.0,0,0,26,7,0,0,4,85,0.0,1.17,0.577,6.0,1,starter
20240377,11308,12001,3001,06-19,1,1,5.0,6,6,24,9,0,0,4,89,10.8,1.8,0.833,5.0,1,starter
20240403,11308,12001,9002,06-25,1,1,7.0,0,0,23,2,0,0,5,83,0.0,0.29,0.217,7.0,1,starter
20241418,11308,12001,1001,06-30,1,1,6.1,1,0,24,6,0,2,5,93,0.0,1.26,0.651,6.333333333333333,1,starter
20240464,11308,12001,3001,07-12,1,1,5.2,4,4,31,12,0,2,6,96,6.35,2.47,0.948,5.666666666666667,1,starter
20240487,11308,12001,10001,07-18,1,1,5.0,5,5,27,11,0,2,2,93,9.0,2.6,0.939,5.0,1,starter
20240517,11308,12001,9002,07-25,1,1,7.0,1,1,29,6,0,0,4,94,1.29,0.86,0.535,7.0,1,starter
20240544,11308,12001,7002,07-31,1,1,5.0,7,4,27,11,2,0,4,95,7.2,2.2,1.175,5.0,1,starter
20240569,11308,12001,2002,08-06,1,1,6.1,2,1,27,5,0,2,2,93,1.42,1.11,0.539,6.333333333333333,1,starter
20240593,11308,12001,3001,08-11,1,1,4.0,8,8,25,12,2,1,2,92,18.0,3.25,1.611,4.0,1,starter
20240618,11308,12001,6002,08-17,1,1,5.0,2,2,24,9,0,0,6,83,3.6,1.8,1.003,5.0,1,starter
20240643,11308,12001,9002,08-23,1,1,6.0,3,3,28,10,0,0,9,95,4.5,1.67,0.907,6.0,1,starter
20240666,11308,12001,5002,08-29,1,1,4.2,5,5,26,9,0,1,7,100,9.64,2.14,0.858,4.666666666666667,1,starter
20241447,11308,12001,11001,09-06,1,1,6.0,3,3,27,8,0,0,5,94,4.5,1.33,0.782,6.0,1,starter
20241471,11308,12001,6002,09-14,1,1,6.0,2,1,22,4,0,1,4,86,1.5,0.83,0.513,6.0,1,starter
20241499,11308,12001,9002,09-21,1,1,6.0,2,2,25,6,2,2,4,86,3.0,1.33,0.929,6.0,1,starter
20250013,11308,12001,6002,03-25,1,1,4.2,3,3,23,8,0,1,5,94,5.79,1.93,0.864,4.666666666666667,1,starter
20250039,11308,12001,3001,03-30,1,1,6.0,2,2,26,7,1,2,6,102,3.0,1.5,0.824,6.0,1,starter
20250074,11308,12001,11001,04-08,1,1,7.0,1,1,23,3,0,0,10,99,1.29,0.43,0.304,7.0,1,starter
20250105,11308,12001,2002,04-15,1,1,6.0,0,0,24,3,0,2,11,99,0.0,0.83,0.393,6.0,1,starter
20250129,11308,12001,10001,04-20,1,1,9.0,0,0,29,3,0,0,7,100,0.0,0.33,0.206,9.0,1,starter
20250155,11308,12001,7002,04-26,1,1,6.0,2,2,26,6,0,2,4,83,3.0,1.33,0.668,6.0,1,starter
20250179,11308,12001,10001,05-02,1,1,6.0,5,3,35,16,0,2,6,103,4.5,3.0,1.045,6.0,1,starter
20250214,11308,12001,3001,05-10,1,1,4.2,8,6,26,11,1,2,3,93,11.57,2.79,1.239,4.666666666666667,1,starter
20250233,11308,12001,1001,05-15,1,1,4.0,5,4,19,6,0,1,5,78,9.0,1.75,0.839,4.0,1,starter
20250259,11308,12001,2002,05-21,1,1,7.0,1,1,30,8,0,1,4,94,1.29,1.29,0.693,7.0,1,starter
20250284,11308,12001,6002,05-27,1,1,7.2,1,1,28,3,0,0,9,92,1.17,0.39,0.333,7.666666666666667,1,starter
20250333,11308,12001,9002,06-07,1,1,6.0,1,1,25,7,0,1,7,98,1.5,1.33,0.693,6.0,1,starter
20250368,11308,12001,1001,06-15,1,1,6.0,3,2,29,10,0,2,4,114,3.0,2.0,0.895,6.0,1,starter
20250418,11308,12001,3001,06-27,1,1,2.2,7,7,18,9,1,1,3,60,23.63,3.75,1.369,2.6666666666666665,1,starter
20250443,11308,12001,10001,07-03,1,1,6.0,1,1,22,3,1,0,6,95,1.5,0.5,0.468,6.0,1,starter
20250472,11308,12001,9002,07-10,1,1,6.0,2,1,26,4,1,3,7,111,1.5,1.17,0.573,6.0,1,starter
20250498,11308,12001,11001,07-22,1,1,7.0,0,0,24,2,0,1,8,94,0.0,0.43,0.258,7.0,1,starter
20250524,11308,12001,1001,07-27,1,1,7.0,1,1,26,5,0,1,5,97,1.29,0.86,0.471,7.0,1,starter
20250570,11308,12001,7002,08-07,1,1,6.0,4,3,27,7,1,0,2,93,4.5,1.17,0.82,6.0,1,starter
20250605,11308,12001,10001,08-15,1,1,7.0,2,1,27,4,1,0,6,88,1.29,0.57,0.407,7.0,1,starter
20250628,11308,12001,9002,08-21,1,1,6.0,2,2,23,4,0,1,6,100,3.0,0.83,0.451,6.0,1,starter
20250653,11308,12001,3001,08-27,1,1,6.0,1,1,27,8,0,2,5,101,1.5,1.67,0.843,6.0,1,starter
20250861,11308,12001,11001,09-02,1,1,5.0,5,5,26,8,0,0,6,93,9.0,1.6,0.923,5.0,1,starter
20250899,11308,12001,1001,09-13,1,1,6.0,3,3,25,6,1,2,3,90,4.5,1.33,0.815,6.0,1,starter
20250925,11308,12001,7002,09-20,1,1,7.0,2,2,28,7,0,1,3,102,2.57,1.14,0.73,7.0,1,starter
20250942,11308,12001,9002,09-26,1,1,5.0,3,3,20,6,1,0,6,76,5.4,1.2,0.868,5.0,1,starter
20230013,11310,3001,9002,04-04,1,1,4.2,3,2,25,8,0,2,8,99,3.86,2.14,0.934,4.666666666666667,1,starter
20230049,11310,3001,5002,04-12,1,1,5.0,3,3,24,7,0,3,4,95,5.4,2.0,0.798,5.0,1,starter
20230075,11310,3001,2002,04-18,1,1,4.2,5,4,24,9,0,2,4,95,7.71,2.36,0.913,4.666666666666667,1,starter
20230100,11310,3001,11001,04-23,1,1,5.0,3,2,23,7,2,0,4,92,3.6,1.4,1.03,5.0,1,starter
20230134,11310,3001,2002,05-02,1,1,4.2,3,3,25,6,0,6,2,111,5.79,2.57,0.901,4.666666666666667,1,starter
20230179,11310,3001,12001,05-12,1,1,5.0,1,1,22,5,0,2,5,96,1.8,1.4,0.568,5.0,1,starter
20230209,11310,3001,9002,05-19,1,1,6.0,1,1,26,6,0,3,6,107,1.5,1.5,0.678,6.0,1,starter
20230235,11310,3001,11001,05-25,1,1,7.0,0,0,25,2,0,1,8,105,0.0,0.43,0.203,7.0,1,starter
20230256,11310,3001,5002,05-31,1,1,6.0,1,1,22,5,0,1,5,84,1.5,1.0,0.602,6.0,1,starter
20230285,11310,3001,12001,06-06,1,1,6.0,2,2,23,3,0,3,7,103,3.0,1.0,0.419,6.0,1,starter
20230309,11310,3001,1001,06-11,1,1,6.2,2,2,26,3,0,2,2,114,2.7,0.75,0.359,6.666666666666667,1,starter
20230332,11310,3001,9002,06-17,1,1,7.0,1,1,25,3,0,2,2,93,1.29,0.71,0.417,7.0,1,starter
20230356,11310,3001,5002,06-23,1,1,8.0,1,1,26,3,0,0,5,92,1.13,0.38,0.23,8.0,1,starter
20230390,11310,3001,6002,06-30,1,1,7.0,0,0,26,4,0,3,6,109,0.0,1.0,0.507,7.0,1,starter
20230424,11310,3001,5002,07-08,1,1,5.2,6,6,26,6,1,2,2,102,9.53,1.41,0.781,5.666666666666667,1,starter
20230455,11310,3001,10001,07-22,1,1,5.0,4,4,25,4,0,5,3,96,7.2,1.8,0.611,5.0,1,starter
20230479,11310,3001,2002,07-28,1,1,4.1,6,4,23,8,0,2,4,82,8.31,2.31,0.955,4.333333333333333,1,starter
20230505,11310,3001,11001,08-03,1,1,7.0,3,3,29,8,0,2,7,101,3.86,1.43,0.691,7.0,1,starter
20230527,11310,3001,10001,08-09,1,1,2.1,6,3,16,6,0,3,1,70,11.57,3.86,1.025,2.333333333333333,1,starter
20230554,11310,3001,9002,08-15,1,1,6.0,2,2,24,4,0,2,3,86,3.0,1.0,0.477,6.0,1,starter
20230577,11310,3001,10001,08-20,1,1,6.0,3,1,24,4,1,1,9,107,1.5,0.83,0.512,6.0,1,starter
