game_id,date,year,home_team,away_team,target_home_win,sp_weighted_fip_diff,sp_weighted_era_diff,sp_weighted_whip_diff,sp_weighted_kbb_diff,sp_rest_days_diff,cur_ip_real_sum_diff,bullpen_era_weighted_diff,bullpen_whip_weighted_diff,bullpen_kbb_weighted_diff,bullpen_ops_weighted_diff,team_avg_weighted_diff,team_hr_weighted_diff
20230052,2023-04-13,2023,1001,9002,1.0,2.333333333333333,9.0,1.2333333333333332,-1.0,0.0,-1.0,4.553571428571428,0.6798219287715083,-1.5833333333333337,73.59443777511004,-0.017624521072796884,0.0
20230053,2023-04-13,2023,2002,7002,0.0,-1.2750000000000004,1.575,1.2,0.2272727272727273,-1.0,3.0,-0.2142857142857144,0.30952380952380976,-0.8809523809523809,38.809523809523824,0.028860028860028863,0.0007055825268279994
20230054,2023-04-13,2023,3001,5002,1.0,-2.4020270270270276,0.9121621621621614,0.795608108108108,,0.0,-6.999999999999999,4.884601113172543,0.7883426097711814,0.8452380952380952,87.37167594310449,-0.04935521560148931,0.0082603851663218
20230055,2023-04-13,2023,11001,12001,0.0,,,,,0.0,13.0,-8.423076923076923,-1.4009942438513865,2.7375,-140.09942438513872,0.019931642381723402,0.0065966495963892015
20230056,2023-04-14,2023,5002,6002,1.0,1.4333333333333336,-0.6000000000000001,0.16666666666666674,-0.4285714285714286,-1.0,-4.0,-2.3785714285714286,-0.5346320346320346,-0.48333333333333317,-50.606060606060595,0.05640273704789828,-0.0086149266532965
20230057,2023-04-14,2023,10001,2002,1.0,-2.1666666666666665,0.9000000000000004,0.26666666666666683,6.5,1.0,4.0,3.0107142857142852,0.47142857142857153,-0.9428571428571431,51.9047619047619,-0.00801705756929641,-0.0078588078588078
20230058,2023-04-14,2023,9002,11001,1.0,,,,,1.0,-12.0,-1.0252747252747254,-0.10024317419275408,-0.31944444444444464,-7.167174562132516,-0.009628237259816208,-0.0033521605363457004
20230059,2023-04-14,2023,12001,7002,0.5,-1.9333333333333336,-3.1500000000000004,-0.8500000000000001,8.8,0.0,2.0,3.4636577708006278,0.1504971219256932,-0.9666666666666666,15.253793825222374,0.05394199162745161,0.0025072130591085005
20230060,2023-04-14,2023,1001,3001,1.0,-1.405594405594405,-2.2657342657342667,-0.36363636363636354,1.75,0.0,2.0,-2.2596011131725424,-0.28922387136672834,-0.6626984126984126,-41.84755720470005,-0.024568311390016806,0.0187756527814165
20230061,2023-04-15,2023,5002,6002,1.0,1.805246422893482,1.5882352941176472,0.519872813990461,-2.2,0.0,-1.0,-3.342857142857143,-0.5541125541125542,-0.23055555555555562,-52.55411255411255,0.05565198225748691,-0.0033476235842066007
20230062,2023-04-15,2023,10001,2002,1.0,,,,,0.0,11.333333333333332,2.796428571428571,0.4476190476190478,-0.5714285714285715,56.66666666666666,0.011021623375384093,-0.006525866160417599
20230063,2023-04-15,2023,9002,11001,0.0,-1.2936507936507944,-0.2857142857142847,-0.6190476190476186,-0.2857142857142858,-1.0,0.33333333333333215,-1.5074175824175822,-0.11855049712192578,0.011111111111110628,-8.997906855049692,-2.9061319383905104e-05,-0.0025117560171541986
20230064,2023-04-15,2023,12001,7002,0.0,-2.0555555555555562,-7.0,0.0,-0.3999999999999999,0.0,-3.0,3.808928571428571,0.2232993197278914,-0.22916666666666652,20.493197278911538,0.04816061471508229,0.006117801451289101
20230065,2023-04-15,2023,1001,3001,0.0,3.0975609756097553,7.2,1.1219512195121952,-3.2,0.0,-3.666666666666668,-2.9024582560296865,0.016898577612864063,-0.8452380952380951,-17.561842918985747,-0.020102458274501273,0.0249739420471128
20230066,2023-04-16,2023,5002,6002,0.0,,,,,1.0,-7.333333333333333,-2.4857142857142853,-0.4588744588744589,-0.06388888888888888,-43.03030303030309,0.05555555555555561,-0.0032267086889194007
20230067,2023-04-16,2023,10001,2002,1.0,-0.7662337662337659,-0.5844155844155843,0.22077922077922074,-3.6,0.0,4.0,2.7568681318681314,0.6300366300366298,-0.2142857142857144,74.90842490842488,0.0,-0.0027542950640850007
20230068,2023-04-16,2023,9002,11001,0.0,0.3397435897435894,1.2115384615384617,-0.5705128205128206,1.0,0.0,1.0,-1.7217032967032966,-0.1423600209314494,-0.9888888888888894,-11.378859236002128,-0.007753260539884704,-0.004272070031183999
20230069,2023-04-16,2023,12001,7002,1.0,-0.11428571428571432,1.2857142857142858,-0.08571428571428574,1.0,0.0,2.0,5.994642857142859,0.5232993197278912,-0.9000000000000004,50.49319727891154,0.04764705882352943,0.0071242317005029004
20230070,2023-04-16,2023,1001,3001,1.0,-0.6692307692307695,-2.0076923076923086,-1.0692307692307697,0.33333333333333337,0.0,5.666666666666667,-1.7433673469387765,0.1467687074829931,-0.6785714285714286,-4.5748299319728005,-0.034821256393539,0.0240855614973262
20230071,2023-04-18,2023,5002,11001,0.0,,,,,,,0.32205882352941195,0.317137764196588,-1.2638888888888886,37.09192768016297,0.04478643782500219,-0.004055320160534798
20230072,2023-04-18,2023,10001,1001,0.0,-0.32142857142857206,-0.9642857142857144,0.25,-0.4,6.0,-3.0,0.12857142857142811,0.2178571428571423,-0.9666666666666667,26.547619047619094,0.004491338133599504,-0.015910801847443402
20230073,2023-04-18,2023,12001,9002,1.0,1.6249999999999996,4.263157894736842,-0.17763157894736836,,0.0,4.666666666666668,7.295663265306122,0.7971088435374152,0.6357142857142859,79.91496598639458,0.03533333333333333,-0.0034576378489596
20230074,2023-04-18,2023,7002,6002,0.0,-2.689393939393939,-3.6136363636363633,-0.6212121212121213,-1.0,-4.0,-1.0,-2.2356255545696544,-0.6655750047054394,1.3761904761904766,-65.230969858299,-0.019694112717368484,-0.005909698783671901
20230075,2023-04-18,2023,3001,2002,1.0,-1.4548440065681443,2.5123152709359604,1.2118226600985218,-1.6,0.0,-11.333333333333332,3.9124803767660907,0.14976452119309203,1.0436507936507937,18.581894296179996,0.03450488343908181,2.8218296743598437e-05
20230076,2023-04-19,2023,5002,11001,1.0,3.3138033763654424,5.639523336643496,0.30188679245283034,-1.3333333333333335,0.0,-1.3333333333333357,0.8010504201680679,0.45280112044817944,-1.138888888888889,48.277310924369786,0.04357911361168701,-0.0014041640727674998
20230077,2023-04-19,2023,10001,1001,0.0,,,,,0.0,19.0,-4.960714285714286,-0.4610644257703085,-0.875,-46.106442577030805,-0.005970307904900218,-0.0154770989811356
20230078,2023-04-19,2023,12001,9002,1.0,,,,,0.0,-9.0,0.8670918367346938,-0.35527210884353755,1.5065476190476195,-35.32312925170068,0.049320960804214414,-0.0029067041725269003
20230079,2023-04-19,2023,7002,6002,1.0,1.727272727272727,-0.08181818181818179,-0.30000000000000004,-0.41666666666666696,0.0,1.0,-0.6927684117125112,-0.3012892904197253,1.0333333333333334,-28.802398429727617,-0.024135156878519692,-0.005607708477497301
20230080,2023-04-19,2023,3001,2002,0.0,0.39702233250620456,5.069478908188587,-0.10421836228287851,0.125,0.0,-2.666666666666668,0.6981946624803763,-0.06635269492412355,1.1349206349206347,-3.0298273155416098,0.05333561996227068,0.007448107448107401
20230081,2023-04-20,2023,5002,11001,1.0,1.8094405594405591,1.9353146853146854,0.4825174825174825,-0.5714285714285714,0.0,-6.333333333333332,-2.113235294117647,0.10042016806722698,-0.5499999999999996,13.039215686274531,0.023262481841119398,0.004549105365109501
20230082,2023-04-20,2023,10001,1001,1.0,0.30294117647058805,0.6352941176470588,0.24411764705882355,2.833333333333333,0.0,-3.0,-4.719642857142858,-0.47892156862745106,0.1799999999999995,-47.89215686274508,-0.03280026775728778,-0.0096210125841381
20230083,2023-04-20,2023,12001,9002,0.0,1.1,3.375,0.6625,1.5,0.0,11.0,1.509948979591837,0.013775510204081298,1.2988095238095243,1.5816326530612344,0.05237847351329919,0.0020517676767675998
20230084,2023-04-20,2023,7002,6002,0.0,1.5190476190476194,2.7857142857142856,0.0904761904761906,-0.625,0.0,1.0,-3.5427684117125104,-0.5763975155279499,1.1333333333333335,-59.170363797693,-0.028425077555731898,-0.005722968839421302
20230085,2023-04-20,2023,3001,2002,1.0,1.3056092843326885,-2.4371373307543527,-0.37717601547388746,-0.8666666666666669,0.0,4.666666666666668,1.536970172684458,-0.07315541601255893,0.896825396825397,-2.0094191522763083,0.03634561096921629,0.0048457278481012
20230086,2023-04-21,2023,6002,12001,1.0,-2.1479198767334364,-2.3574730354391376,-0.9429892141756543,2.0793650793650795,0.0,8.666666666666664,1.1043367346938764,0.3409863945578231,-1.2961111111111112,34.60884353741497,-0.039660246120920284,0.0055565269763556
20230087,2023-04-21,2023,9002,10001,1.0,4.692307692307692,3.115384615384615,1.1057692307692306,-5.095238095238096,7.0,-9.333333333333332,1.0767857142857142,0.1896358543417367,-0.7190476190476192,21.8207282913165,-0.018083501006036284,0.003982874935132299
20230088,2023-04-21,2023,7002,5002,0.0,2.8269230769230766,4.104395604395605,0.4038461538461535,0.0,0.0,-3.333333333333332,-0.26167597473772064,-0.4315795883570821,0.43333333333333335,-43.63815091253892,-0.09281437125748498,-0.012213711246181301
20230089,2023-04-21,2023,2002,1001,1.0,,,,,0.0,3.6666666666666665,-3.0798273155416007,-0.27986656200941895,-0.7988095238095239,-32.57849293563578,-0.04454107224285059,-0.0193265475961847
20230090,2023-04-21,2023,11001,3001,0.0,1.54245283018868,2.6290431266846372,0.29009433962264164,-0.4166666666666665,0.0,-1.0000000000000036,3.719505494505494,0.3556776556776555,-2.0555555555555554,36.684981684981636,-0.03619854946114898,-0.007348562767281899
20230091,2023-04-22,2023,6002,12001,1.0,3.9064449064449067,8.794178794178796,1.0145530145530146,-3.25,0.0,-0.6666666666666679,-1.366071428571428,0.04166666666666696,-0.2894444444444446,7.738095238095269,-0.03735103508859158,0.005866547245857601
20230092,2023-04-22,2023,9002,10001,1.0,1.234156820622987,2.51342642320086,0.1106337271750808,-0.625,1.0,-2.666666666666668,1.1625,0.1991596638655464,-0.6523809523809525,19.915966386554615,0.01169712070874862,0.006352780346588401
20230093,2023-04-22,2023,7002,5002,0.0,-2.1,9.1125,-0.15000000000000036,1.1666666666666667,0.0,2.0,-1.1188188318805774,-0.18157958835708232,-0.4666666666666668,-18.638150912538947,-0.07872368363461288,-0.0123428801733041
20230094,2023-04-22,2023,2002,1001,1.0,-2.374285714285714,-2.3914285714285706,-0.5599999999999998,2.625,0.0,-2.666666666666668,-3.685949764521193,-0.24925431711145984,-0.5130952380952383,-32.374411302982736,-0.04274577167019028,-0.0168774200187813
20230095,2023-04-22,2023,11001,3001,0.0,-1.1333333333333337,-6.6000000000000005,-1.1666666666666667,2.5833333333333335,0.0,5.0,2.862362637362637,0.10567765567765575,-1.3888888888888888,15.256410256410263,-0.030615755073959416,-0.007372438730413801
20230096,2023-04-23,2023,6002,12001,0.5,-0.39072256913470094,-0.3452274754683313,-0.1730597680642284,-2.666666666666667,0.0,-0.6666666666666679,-1.2857142857142856,0.09523809523809534,-0.10833333333333361,13.095238095238074,-0.026553048408630098,0.0088832405442194
20230097,2023-04-23,2023,9002,10001,1.0,,,,,,,0.5196428571428571,0.19915966386554618,-1.319047619047619,19.915966386554658,0.008773991382686974,0.004195270785659802
20230098,2023-04-23,2023,7002,5002,1.0,,,,,,,-1.6698392400438427,0.008896602119108366,-0.4666666666666668,-1.6313481914504848,-0.0862794461427801,-0.015071817406703002
20230099,2023-04-23,2023,2002,1001,1.0,0.8692307692307697,-1.6846153846153844,-0.17179487179487174,2.466666666666667,0.0,11.0,-3.578806907378336,-0.07068288854003124,-0.26746031746031784,-14.517268445839846,-0.038198741967752414,-0.0119222303741746
20230100,2023-04-23,2023,11001,3001,0.0,0.8785529715762275,-2.651162790697674,-0.8294573643410852,-0.8857142857142857,0.0,-5.333333333333334,4.308791208791208,0.3413919413919415,-1.5055555555555558,46.68498168498168,-0.015149685100509014,-0.0099745585626535
20230101,2023-04-25,2023,5002,9002,1.0,0.2557449962935512,3.622683469236472,0.1312083024462567,1.416666666666667,-1.0,10.999999999999996,2.054621848739495,-0.3233893557422969,0.8196031746031747,-29.81792717086836,0.018655632984901194,-0.0037079370263025
20230102,2023-04-25,2023,10001,12001,1.0,-0.19999999999999996,1.08,0.20000000000000007,1.7999999999999998,0.0,20.0,-1.2589285714285712,0.2514355742296921,0.10000000000000009,27.82212885154061,-0.03548225887056469,0.0027802922539764997
20230104,2023-04-25,2023,2002,11001,0.0,2.113095238095239,1.1785714285714284,0.44047619047619024,-2.4671052631578947,0.0,-5.333333333333332,-4.573587127158555,-0.3837781266352698,0.19246031746031744,-44.80115122972265,0.018320136624747685,-0.0020762330081874995
20230106,2023-04-26,2023,5002,9002,0.0,0.0,0.0,0.375,0.4305555555555556,0.0,8.0,1.7647058823529411,-0.22927170868347369,0.7422222222222226,-22.92717086834739,0.04101019677830148,-0.0037774035029352997
20230107,2023-04-26,2023,10001,12001,1.0,-1.5197628458498023,-1.3873517786561265,-0.011857707509881354,1.75,0.0,1.0,-0.4017857142857144,0.37048319327731094,1.0083333333333333,39.72689075630251,-0.019466374029547706,0.0028293646272454006
20230108,2023-04-26,2023,1001,6002,1.0,-0.8897727272727272,1.5954545454545452,-0.16363636363636358,1.0999999999999996,0.0,4.666666666666668,2.4214285714285717,0.06785714285714284,-0.09166666666666656,20.357142857142833,0.025936599423631135,-0.0033241733888839005
20230109,2023-04-26,2023,2002,11001,1.0,2.514285714285714,7.285714285714286,0.5047619047619045,0.07954545454545459,0.0,-6.0,-4.6899136577708,-0.41847200418628994,0.28769841269841234,-54.392987964416534,0.00584830947304299,0.0007789729241993995
20230110,2023-04-26,2023,3001,7002,1.0,-0.2857142857142856,3.4553571428571423,0.5982142857142856,-1.4166666666666665,-1.0,2.666666666666668,-1.9796805678793254,-0.4458421495688576,0.8009259259259263,-46.62503128341639,0.025105760829130297,0.012517152299535601
20230111,2023-04-27,2023,5002,9002,1.0,-2.5285714285714285,-3.7285714285714286,-0.6857142857142855,0.6388888888888888,0.0,9.333333333333329,0.8571428571428572,-0.021428571428571574,0.4833333333333334,-2.142857142857139,0.012004790860512204,-0.005517535180299002
20230112,2023-04-27,2023,10001,12001,1.0,1.8819068255687976,1.7258938244853739,0.34452871072589375,,-8.0,19.333333333333332,-4.258928571428571,-0.06369047619047641,1.2000000000000002,-3.690476190476204,-0.02040816326530609,0.009812409812409901
20230113,2023-04-27,2023,1001,6002,1.0,-0.6666666666666665,1.2,0.8,-0.7999999999999998,-2.0,-12.0,3.385714285714286,0.4369047619047619,-0.3027777777777776,60.833333333333314,0.011721705129839693,-0.010386238234339498
20230114,2023-04-27,2023,2002,11001,1.0,3.123239436619718,4.832746478873239,0.732394366197183,-2.2063492063492065,0.0,-15.666666666666664,-5.547056514913656,-0.5137100994243853,0.3730158730158729,-61.53584510727367,0.0038501833420639953,0.0034662715031248004
20230115,2023-04-27,2023,3001,7002,1.0,-3.7792207792207786,-4.878332194121668,-0.9343814080656192,1.4772727272727273,-1.0,6.666666666666668,-2.6877551020408164,-0.41271585557299817,0.6858465608465605,-43.31240188383042,0.033730922149544706,0.010009436725131
20230116,2023-04-28,2023,5002,2002,0.0,0.9831578947368418,-0.814736842105263,0.45473684210526355,-1.625,0.0,-10.666666666666668,0.5096938775510211,-0.030612244897959107,0.9722222222222221,-3.0612244897959187,0.0356673796390109,0.0095385980479148
20230117,2023-04-28,2023,9002,6002,1.0,-0.8010989010989018,-3.664285714285715,-0.6445054945054944,-0.7111111111111112,0.0,5.9999999999999964,-2.614285714285713,0.3166666666666671,-0.09999999999999987,24.52380952380952,0.025264979450573183,0.00020187338501289828
20230118,2023-04-28,2023,12001,1001,0.0,-1.1333333333333337,-4.95,-0.8833333333333331,5.125,-7.0,5.0,2.6448979591836737,0.18234293717487038,-1.4416666666666664,-0.9493797519007501,-0.013115308235095186,-0.0026685631516447997
20230119,2023-04-28,2023,7002,11001,0.0,1.4842105263157892,0.23684210526315752,0.12105263157894708,-4.1,1.0,-1.0,-2.3924646781789636,0.2570381998953424,0.2665343915343915,17.579801151229702,-0.0546033672076445,0.0009552555640319005
20230120,2023-04-28,2023,3001,10001,1.0,2.3866666666666663,6.24,1.12,-1.2857142857142856,0.0,-10.0,-0.8678571428571429,-0.39583333333333304,0.6499999999999999,-42.26190476190473,0.012923919086515911,0.0029053371633940978
20230121,2023-04-29,2023,5002,2002,0.0,,,,,,,-0.0008103241296510966,-0.18887555022008806,0.444444444444444,-16.36654661864746,0.04113752016326666,0.0016999940467134003
20230122,2023-04-29,2023,9002,6002,1.0,0.21454545454545482,1.62,0.31272727272727274,-1.5,0.0,-3.0,-0.9000000000000004,0.7316326530612245,-0.7533333333333332,66.02040816326533,0.015923292021956026,-0.0042431200359859984
20230123,2023-04-29,2023,12001,1001,0.0,-1.661029411764706,-2.1242647058823523,-0.44999999999999996,7.4,-1.0,4.0,-0.37653061224489814,-0.0474189675870349,-1.1369047619047614,-28.68747498999599,-0.03079870321249628,-5.0504093988100116e-05
20230124,2023-04-29,2023,7002,11001,0.0,0.17647058823529393,5.347058823529412,0.7647058823529411,-0.25,1.0,-3.666666666666668,-1.0622448979591832,0.3323129251700676,0.17129629629629584,30.986394557823104,-0.05140068449740143,-0.0013267666488374994
20230126,2023-04-30,2023,5002,2002,0.0,0.3003965631196297,3.778750826173166,-0.19332452081956353,1.4415584415584417,0.0,6.9999999999999964,-0.8579531812725083,-0.039215686274509665,-0.22222222222222254,0.6402561024409863,0.047157970234893376,-0.0034041879428412993
20230127,2023-04-30,2023,9002,6002,0.0,4.3936936936936934,6.105405405405405,0.7459459459459459,-0.9659090909090908,2.0,-9.666666666666664,-0.5785714285714287,0.6602040816326527,-0.6866666666666668,62.448979591836746,0.033939186588547304,-0.005009251916468498
20230128,2023-04-30,2023,12001,1001,0.0,-1.410526315789474,-4.310526315789473,-0.4210526315789471,0.8571428571428572,-2.0,-9.0,-0.05510204081632697,0.00020008003201299474,-0.7380952380952379,-13.211284513805538,-0.027644985272103906,0.0024242424242425006
20230129,2023-04-30,2023,7002,11001,0.0,0.5329032258064519,0.49935483870967723,-0.28,-1.625,7.0,-14.333333333333332,-0.805102040816327,0.4751700680272106,0.3253968253968249,45.27210884353738,-0.06430760346128409,-0.0012308220746508006
20230130,2023-04-30,2023,3001,10001,1.0,3.0225290697674416,7.946947674418606,1.2659883720930236,-6.333333333333334,6.0,-17.666666666666668,-1.7678571428571428,-0.31488095238095215,1.22,-34.166666666666686,-0.013383629599007907,0.006144782266771502
20230131,2023-05-02,2023,6002,7002,1.0,-1.7285714285714282,-0.8999999999999999,0.10000000000000009,1.2000000000000002,0.0,8.0,-0.05204081632653024,-0.6656462585034011,0.06746031746031744,-64.31972789115645,0.04907602381643922,0.016801547568158902
20230132,2023-05-02,2023,9002,12001,0.0,-0.397606994937874,-1.5220892774965478,0.19466175793833407,-0.7777777777777779,1.0,-9.66666666666666,-3.021428571428571,0.3174869947979191,-0.0007936507936512349,30.558223289315777,0.049568892358871686,0.0162252460989004
20230133,2023-05-02,2023,1001,10001,0.0,-1.0714285714285716,-0.10767065446868385,-0.15095003518648809,0.3333333333333335,0.0,3.6666666666666643,1.3086734693877542,-0.14855442176870737,0.17333333333333334,-7.15986394557828,-0.0012625565191316523,-0.0046366977664688
20230134,2023-05-02,2023,2002,3001,0.0,0.9857571214392804,0.7488755622188918,-0.35682158920539697,-0.9571428571428573,-3.0,3.6666666666666643,3.0585164835164838,0.41739926739926747,-0.5055555555555553,41.73992673992676,0.0,-0.00014504966224150248
