player_id,player_name,team_code,pj_date
15540,스미스,7002,2023-04-01
15541,오그레디,7002,2023-04-01
12516,이형종,10001,2023-04-01
14145,백승건,9002,2023-04-01
14612,홍종표,2002,2023-04-01
13250,한석현,11001,2023-04-01
11153,김성욱,11001,2023-04-01
10882,변시원,10001,2023-04-01
10387,박동원,5002,2023-04-01
10058,양현종,2002,2023-04-05
11379,최원태,10001,2023-04-05
10363,백정현,1001,2023-04-05
10610,장민재,7002,2023-04-02
10851,최성훈,5002,2023-04-30
10480,정주현,5002,2023-04-06
12697,배재준,5002,2023-04-30
12885,문용익,1001,2023-04-16
10730,양현,10001,2023-04-09
13085,신민혁,11001,2023-04-05
11333,문상철,12001,2023-04-12
12931,김정율,3001,2023-05-01
11110,윤대경,7002,2023-04-09
14619,남지민,7002,2023-04-02
14624,최준용,3001,2023-04-21
11169,이상민,1001,2023-04-08
14716,김한별,11001,2023-04-08
11164,장현식,2002,2023-04-23
13169,최이준,3001,2023-04-21
11308,고영표,12001,2023-04-02
14769,김동주,6002,2023-04-06
14770,최승용,6002,2023-04-05
14792,김진욱,3001,2023-04-02
14808,김기중,7002,2023-04-08
14848,김준형,10001,2023-04-25
14849,김성진,10001,2023-04-05
10783,문승원,9002,2023-04-05
10131,박종훈,9002,2023-04-30
11206,이성곤,7002,2023-04-23
10533,정찬헌,10001,2023-04-29
11148,강진성,6002,2023-04-29
15011,반즈,3001,2023-04-05
15013,문동주,7002,2023-04-30
15035,김영웅,1001,2023-04-25
15040,조민성,1001,2023-04-25
15048,윤동희,3001,2023-04-23
15068,박찬혁,10001,2023-04-26
15119,조민석,11001,2023-04-30
13161,윤정빈,1001,2023-04-29
14172,송승환,6002,2023-04-08
12539,이진영,7002,2023-04-28
12583,장진혁,7002,2023-04-28
12871,박상원,7002,2023-04-18
10516,신정락,3001,2023-04-04
10885,윤명준,3001,2023-04-12
10863,한현희,3001,2023-04-07
13261,천재환,11001,2023-04-06
15421,김서현,7002,2023-04-19
15432,윤영철,2002,2023-04-15
15455,이준호,11001,2023-04-21
15463,김정민,9002,2023-04-29
15499,김재상,1001,2023-04-25
15509,김유성,6002,2023-04-27
11226,임병욱,10001,2023-04-05
14108,손동현,12001,2023-04-04
10795,임준섭,9002,2023-04-18
15542,슐서,12001,2023-04-05
11317,김민수,12001,2023-05-24
11323,주권,12001,2023-05-16
10535,최동환,5002,2023-05-11
10220,이재학,11001,2023-05-21
11172,권희동,11001,2023-05-04
10749,이우찬,5002,2023-05-25
13087,최보성,11001,2023-05-25
13092,김선기,10001,2023-05-31
13096,김수환,10001,2023-05-31
13157,양창섭,1001,2023-05-26
13160,이태훈,1001,2023-05-19
13240,김호재,1001,2023-05-27
13244,이재익,1001,2023-05-21
13245,이상규,5002,2023-05-20
11212,배정대,12001,2023-06-01
11070,박준표,2002,2023-05-26
14106,전용주,12001,2023-05-16
14111,이선우,12001,2023-05-02
14209,김건,7002,2023-05-30
11407,최정용,2002,2023-05-30
11260,박준태,10001,2023-05-12
14747,김재열,2002,2023-05-30
11414,이도윤,7002,2023-05-20
11198,박계범,6002,2023-05-09
13114,김유신,2002,2023-05-26
14863,김동진,1001,2023-05-25
14867,김현준,1001,2023-05-19
11242,이건욱,9002,2023-05-26
12613,안상현,9002,2023-05-16
14147,하재훈,9002,2023-05-24
12988,안주형,1001,2023-05-04
11300,박정수,6002,2023-05-05
13073,전민재,6002,2023-05-02
12541,신범수,2002,2023-05-14
11328,안승한,6002,2023-05-25
14170,김대한,6002,2023-05-31
13103,성동현,5002,2023-05-31
15047,진승현,3001,2023-05-23
15063,황동하,2002,2023-05-30
15073,이명종,10001,2023-05-10
11214,장준원,12001,2023-05-16
12526,이시원,12001,2023-05-02
13128,최준우,9002,2023-05-27
14661,박영빈,11001,2023-05-23
15492,송대현,5002,2023-05-28
15518,김정운,12001,2023-05-30
15536,와이드너,11001,2023-05-28
12565,최성영,11001,2023-05-14
14591,이주형,5002,2023-05-25
15643,산체스,7002,2023-05-11
15644,엘리아스,9002,2023-05-24
12568,이영하,6002,2023-06-03
12606,홍성호,6002,2023-06-08
12860,오석주,5002,2023-06-27
12903,김수윤,11001,2023-07-01
12907,고우석,5002,2023-06-04
13006,안치영,12001,2023-06-03
13104,이재원,5002,2023-06-08
11232,이인복,3001,2023-06-22
14143,이지강,5002,2023-06-21
14158,배민서,11001,2023-06-21
14214,김주형,10001,2023-06-21
10137,송은범,5002,2023-06-27
12503,김웅빈,10001,2023-06-27
14580,박주홍,10001,2023-06-23
14590,손호영,5002,2023-06-24
14695,신준우,10001,2023-06-09
14784,장재영,10001,2023-06-04
13122,윤중현,2002,2023-06-18
11344,김재성,1001,2023-06-03
14156,전사민,11001,2023-06-16
10684,허도환,5002,2023-06-03
13070,박신지,6002,2023-06-20
