game_id,player_id,team_code,PA,AB,H,HR,RBI,BB,SO,R,H2,H3,HBP,SB,CS,SF,AVG,OBP,SLG,OPS
20240019,11099,2002,4,4,2,0,2,0,0,1,,,,0,0,0,0.5,0.5,0.5,1.0
20240026,11099,2002,5,5,3,0,0,0,1,3,,,,0,0,0,0.6,0.6,0.8,1.4
20240031,11099,2002,3,2,1,0,0,1,0,0,,,,0,0,0,0.5,0.667,0.5,1.167
20240036,11099,2002,4,3,0,0,0,1,2,1,,,,0,0,0,0.0,0.25,0.0,0.25
20240043,11099,2002,5,5,1,1,3,0,0,1,,,,0,0,0,0.2,0.2,0.8,1.0
20240048,11099,2002,4,4,1,0,0,0,0,1,,,,0,0,0,0.25,0.25,0.25,0.5
20240053,11099,2002,4,4,1,0,0,0,2,1,,,,0,0,0,0.25,0.25,0.25,0.5
20240058,11099,2002,4,4,1,0,0,0,0,1,,,,0,0,0,0.25,0.25,0.25,0.5
20240063,11099,2002,4,3,1,0,0,1,1,0,,,,0,0,0,0.333,0.5,0.333,0.833
20240068,11099,2002,4,4,3,0,1,0,1,1,,,,0,0,0,0.75,0.75,1.0,1.75
20240073,11099,2002,4,3,0,0,0,1,0,0,,,,0,0,0,0.0,0.25,0.0,0.25
20240078,11099,2002,4,4,1,0,0,0,2,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240083,11099,2002,4,3,1,0,0,1,1,2,,,,0,0,0,0.333,0.5,0.333,0.833
20240089,11099,2002,4,2,2,0,0,2,0,1,,,,0,0,0,1.0,1.0,1.0,2.0
20240094,11099,2002,5,5,2,0,0,0,0,1,,,,0,0,0,0.4,0.4,0.4,0.8
20240099,11099,2002,5,4,1,0,1,1,1,1,,,,0,0,0,0.25,0.4,0.5,0.9
20240103,11099,2002,4,4,1,1,1,0,1,1,,,,0,0,0,0.25,0.25,1.0,1.25
20240108,11099,2002,4,3,1,0,1,1,0,1,,,,0,0,0,0.333,0.5,0.667,1.167
20240113,11099,2002,4,4,1,1,4,0,0,1,,,,0,0,0,0.25,0.25,1.0,1.25
20240119,11099,2002,4,4,0,0,0,0,0,0,,,,1,0,0,0.0,0.0,0.0,0.0
20240124,11099,2002,5,4,1,1,3,1,1,2,,,,0,0,0,0.25,0.4,1.0,1.4
20240129,11099,2002,3,3,2,0,2,0,0,0,,,,0,0,0,0.667,0.667,0.667,1.334
20240132,11099,2002,5,5,1,0,0,0,1,1,,,,0,0,0,0.2,0.2,0.2,0.4
20240137,11099,2002,5,5,1,0,2,0,1,0,,,,0,0,0,0.2,0.2,0.4,0.6
20240142,11099,2002,5,4,2,0,1,0,0,3,,,,0,0,0,0.5,0.6,0.75,1.35
20240146,11099,2002,5,3,1,0,1,1,2,1,,,,0,0,0,0.333,0.6,0.333,0.933
20240151,11099,2002,4,4,2,0,0,0,2,1,,,,1,0,0,0.5,0.5,0.5,1.0
20240156,11099,2002,5,5,1,0,1,0,2,0,,,,0,0,0,0.2,0.2,0.2,0.4
20240163,11099,2002,3,3,1,0,0,0,1,1,,,,0,0,0,0.333,0.333,0.333,0.666
20240168,11099,2002,3,3,1,0,1,0,0,0,,,,0,0,0,0.333,0.333,0.333,0.666
20240173,11099,2002,4,3,1,1,1,1,1,1,,,,0,0,0,0.333,0.5,1.333,1.833
20240180,11099,2002,4,4,2,0,0,0,0,1,,,,0,0,0,0.5,0.5,0.5,1.0
20240185,11099,2002,4,2,0,0,0,2,1,2,,,,0,0,0,0.0,0.5,0.0,0.5
20240199,11099,2002,6,6,2,0,1,0,2,0,,,,0,0,0,0.333,0.333,0.333,0.666
20240204,11099,2002,4,3,0,0,0,1,0,0,,,,0,0,0,0.0,0.25,0.0,0.25
20240208,11099,2002,4,4,2,0,0,0,0,0,,,,1,0,0,0.5,0.5,0.5,1.0
20240218,11099,2002,4,2,2,0,0,2,0,0,,,,1,0,0,1.0,1.0,1.5,2.5
20241405,11099,2002,4,4,0,0,0,0,3,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240225,11099,2002,5,4,0,0,0,1,1,0,,,,0,0,0,0.0,0.2,0.0,0.2
20240235,11099,2002,5,5,3,1,3,0,2,1,,,,0,0,0,0.6,0.6,1.2,1.8
20240240,11099,2002,5,4,2,0,0,1,1,0,,,,0,0,0,0.5,0.6,0.5,1.1
20240245,11099,2002,5,4,0,0,0,1,3,1,,,,0,0,0,0.0,0.2,0.0,0.2
20240250,11099,2002,4,3,1,1,1,1,1,1,,,,0,1,0,0.333,0.5,1.333,1.833
20240255,11099,2002,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240260,11099,2002,1,1,1,0,1,0,0,0,,,,0,0,0,1.0,1.0,1.0,2.0
20240265,11099,2002,5,5,1,0,2,0,1,0,,,,0,0,0,0.2,0.2,0.2,0.4
20240269,11099,2002,4,4,1,1,3,0,2,1,,,,0,0,0,0.25,0.25,1.0,1.25
20240274,11099,2002,2,1,1,0,0,1,0,2,,,,0,0,0,1.0,1.0,1.0,2.0
20240285,11099,2002,5,4,3,0,1,1,0,2,,,,0,0,0,0.75,0.8,0.75,1.55
20240290,11099,2002,4,3,0,0,0,1,1,0,,,,0,0,0,0.0,0.25,0.0,0.25
20240299,11099,2002,4,2,0,0,1,1,2,0,,,,0,0,1,0.0,0.25,0.0,0.25
20240304,11099,2002,4,3,2,0,0,1,1,2,,,,0,0,0,0.667,0.75,0.667,1.417
20240309,11099,2002,4,4,1,0,0,0,1,1,,,,0,0,0,0.25,0.25,0.25,0.5
20240314,11099,2002,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240319,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240324,11099,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240331,11099,2002,5,4,2,0,1,1,1,0,,,,0,0,0,0.5,0.6,0.5,1.1
20240336,11099,2002,4,4,2,0,1,0,1,0,,,,0,0,0,0.5,0.5,0.5,1.0
20240342,11099,2002,5,5,2,0,1,0,2,0,,,,0,0,0,0.4,0.4,0.4,0.8
20240347,11099,2002,5,5,3,0,0,0,1,1,,,,1,0,0,0.6,0.6,0.8,1.4
20240352,11099,2002,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240358,11099,2002,4,3,1,0,0,1,0,0,,,,0,0,0,0.333,0.5,0.333,0.833
20240363,11099,2002,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240368,11099,2002,5,5,3,0,1,0,1,0,,,,0,0,0,0.6,0.6,1.0,1.6
20240375,11099,2002,5,5,1,0,1,0,0,0,,,,0,0,0,0.2,0.2,0.4,0.6
20240380,11099,2002,5,4,0,0,1,1,1,1,,,,0,0,0,0.0,0.2,0.0,0.2
20240385,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.5,0.75
20240390,11099,2002,4,2,1,0,0,2,0,1,,,,0,0,0,0.5,0.75,0.5,1.25
20241408,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240400,11099,2002,4,4,1,0,1,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240405,11099,2002,7,6,1,0,1,1,1,1,,,,0,0,0,0.167,0.286,0.167,0.453
20240410,11099,2002,4,4,2,0,0,0,2,0,,,,0,0,0,0.5,0.5,0.5,1.0
20240415,11099,2002,3,2,1,0,0,1,0,0,,,,0,0,0,0.5,0.667,0.5,1.167
20240574,11099,2002,5,4,1,0,0,1,0,0,,,,0,0,0,0.25,0.4,0.25,0.65
20240579,11099,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20240585,11099,2002,4,3,1,0,1,0,0,0,,,,0,0,1,0.333,0.25,0.333,0.583
20240595,11099,2002,3,3,1,0,0,0,0,0,,,,0,0,0,0.333,0.333,0.333,0.666
20240597,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240602,11099,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240607,11099,2002,5,4,0,0,0,0,1,1,,,,0,0,0,0.0,0.2,0.0,0.2
20240611,11099,2002,4,4,1,0,0,0,1,0,,,,0,0,0,0.25,0.25,0.25,0.5
20240616,11099,2002,2,2,1,0,0,0,1,1,,,,0,0,0,0.5,0.5,0.5,1.0
20240621,11099,2002,4,4,2,0,1,0,2,2,,,,1,0,0,0.5,0.5,0.75,1.25
20240635,11099,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20240640,11099,2002,3,3,1,0,1,0,0,0,,,,0,0,0,0.333,0.333,0.667,1.0
20240645,11099,2002,4,4,2,0,0,0,0,0,,,,0,0,0,0.5,0.5,0.5,1.0
20240650,11099,2002,4,3,1,0,0,1,1,0,,,,0,0,0,0.333,0.5,0.333,0.833
20240655,11099,2002,4,3,0,0,0,1,2,0,,,,0,0,0,0.0,0.25,0.0,0.25
20240658,11099,2002,3,3,1,0,0,0,1,1,,,,0,0,0,0.333,0.333,0.333,0.666
20240663,11099,2002,5,3,1,0,0,2,0,0,,,,0,0,0,0.333,0.6,0.333,0.933
20240668,11099,2002,4,4,1,0,0,0,1,0,,,,0,0,0,0.25,0.25,0.25,0.5
20241428,11099,2002,4,3,0,0,0,1,1,0,,,,0,0,0,0.0,0.25,0.0,0.25
20241431,11099,2002,5,3,2,0,2,1,0,0,,,,0,0,1,0.667,0.6,1.0,1.6
20241434,11099,2002,4,4,1,0,0,0,1,0,,,,0,0,0,0.25,0.25,0.25,0.5
20241437,11099,2002,4,4,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241441,11099,2002,4,4,2,0,1,0,2,1,,,,0,0,0,0.5,0.5,0.75,1.25
20241445,11099,2002,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241455,11099,2002,3,3,1,0,0,0,2,0,,,,0,0,0,0.333,0.333,0.333,0.666
20241525,11099,2002,4,4,1,0,0,0,2,1,,,,0,0,0,0.25,0.25,0.25,0.5
20241473,11099,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20241477,11099,2002,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241481,11099,2002,2,2,1,1,2,0,1,1,,,,0,0,0,0.5,0.5,2.0,2.5
20241484,11099,2002,4,3,1,0,0,1,0,0,,,,0,0,0,0.333,0.5,0.333,0.833
20241490,11099,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.667,1.0
20241508,11099,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241511,11099,2002,4,3,0,0,0,1,1,0,,,,0,0,0,0.0,0.25,0.0,0.25
20241513,11099,2002,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241518,11099,2002,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20241523,11099,2002,3,2,0,0,0,1,2,0,,,,0,0,0,0.0,0.333,0.0,0.333
20241536,11099,2002,2,1,0,0,0,1,1,1,,,,0,0,0,0.0,0.5,0.0,0.5
20250005,11099,2002,3,3,2,0,0,0,0,0,,,,0,0,0,0.667,0.667,1.0,1.667
20250010,11099,2002,4,4,1,1,2,0,1,1,,,,0,0,0,0.25,0.25,1.0,1.25
20250015,11099,2002,5,5,2,0,0,0,0,0,,,,0,0,0,0.4,0.4,0.6,1.0
20250020,11099,2002,5,5,1,0,1,0,0,0,,,,0,0,0,0.2,0.2,0.2,0.4
20250025,11099,2002,4,3,0,0,0,1,1,0,,,,0,0,0,0.0,0.25,0.0,0.25
20250028,11099,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20250033,11099,2002,4,3,0,0,0,1,1,0,,,,0,0,0,0.0,0.25,0.0,0.25
20250038,11099,2002,3,2,0,0,0,1,0,0,,,,0,0,0,0.0,0.333,0.0,0.333
20250049,11099,2002,4,3,0,0,0,1,2,0,,,,0,0,0,0.0,0.25,0.0,0.25
20250054,11099,2002,4,3,2,0,0,1,0,1,,,,0,0,0,0.667,0.75,1.333,2.083
20250056,11099,2002,5,4,2,0,0,1,1,1,,,,0,0,0,0.5,0.6,0.5,1.1
20250066,11099,2002,4,4,0,0,0,0,3,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250072,11099,2002,3,2,0,0,1,1,0,0,,,,0,0,0,0.0,0.333,0.0,0.333
20250077,11099,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250082,11099,2002,4,4,2,0,2,0,1,0,,,,0,0,0,0.5,0.5,1.0,1.5
20250089,11099,2002,4,4,1,0,1,0,1,0,,,,0,0,0,0.25,0.25,0.25,0.5
20250110,11099,2002,2,1,0,0,0,1,0,0,,,,0,0,0,0.0,0.5,0.0,0.5
20250115,11099,2002,1,1,1,0,0,0,0,0,,,,0,0,0,1.0,1.0,1.0,2.0
20250116,11099,2002,4,3,2,1,1,1,0,1,,,,0,0,0,0.667,0.75,2.0,2.75
20250121,11099,2002,4,3,0,0,0,1,0,1,,,,0,0,0,0.0,0.25,0.0,0.25
20250126,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20250138,11099,2002,3,1,0,0,1,1,0,0,,,,0,0,1,0.0,0.333,0.0,0.333
20250143,11099,2002,4,4,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250149,11099,2002,5,4,1,0,0,1,3,1,,,,0,0,0,0.25,0.4,0.25,0.65
20250154,11099,2002,3,3,1,0,0,0,1,1,,,,0,0,0,0.333,0.333,1.0,1.333
20250163,11099,2002,5,5,2,0,1,0,1,0,,,,0,0,0,0.4,0.4,0.4,0.8
20250168,11099,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20250180,11099,2002,4,3,1,0,0,1,1,0,,,,0,0,0,0.333,0.5,0.333,0.833
20250190,11099,2002,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250194,11099,2002,1,0,0,0,0,0,0,0,,,,0,0,0,,1.0,,
20250199,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250204,11099,2002,5,3,1,0,0,1,0,1,,,,0,0,0,0.333,0.6,0.333,0.933
20250212,11099,2002,4,3,0,0,0,1,1,1,,,,0,0,0,0.0,0.25,0.0,0.25
20250792,11099,2002,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250224,11099,2002,4,2,1,0,0,2,0,0,,,,0,0,0,0.5,0.75,0.5,1.25
20250229,11099,2002,4,4,1,0,0,0,2,0,,,,0,0,0,0.25,0.25,0.5,0.75
20250234,11099,2002,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20250801,11099,2002,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250249,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250254,11099,2002,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250259,11099,2002,1,1,1,0,0,0,0,0,,,,0,0,0,1.0,1.0,1.0,2.0
20250264,11099,2002,4,3,1,0,2,1,0,0,,,,0,0,0,0.333,0.5,0.333,0.833
20250268,11099,2002,5,5,3,0,2,0,1,1,,,,0,0,0,0.6,0.6,0.8,1.4
20250273,11099,2002,4,4,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250278,11099,2002,2,2,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250285,11099,2002,1,1,1,0,1,0,0,1,,,,0,0,0,1.0,1.0,2.0,3.0
20250295,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250299,11099,2002,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250304,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250310,11099,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20250311,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250321,11099,2002,2,2,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250470,11099,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250475,11099,2002,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250499,11099,2002,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250504,11099,2002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250528,11099,11001,4,3,0,0,1,0,1,0,,,,0,0,1,0.0,0.0,0.0,0.0
20250533,11099,11001,5,4,2,0,0,1,1,0,,,,0,0,0,0.5,0.6,0.5,1.1
20250538,11099,11001,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250543,11099,11001,3,3,1,0,1,0,0,1,,,,0,0,0,0.333,0.333,0.667,1.0
20250548,11099,11001,4,4,1,0,1,0,1,1,,,,0,0,0,0.25,0.25,0.5,0.75
20250554,11099,11001,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250559,11099,11001,3,3,1,0,0,0,0,0,,,,0,0,0,0.333,0.333,0.667,1.0
20250564,11099,11001,2,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250569,11099,11001,4,3,2,0,3,1,1,0,,,,0,0,0,0.667,0.75,1.0,1.75
20250574,11099,11001,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250585,11099,11001,4,3,1,0,1,1,1,1,,,,0,0,0,0.333,0.5,0.667,1.167
20250586,11099,11001,4,2,0,0,0,2,1,0,,,,1,0,0,0.0,0.5,0.0,0.5
20250596,11099,11001,3,2,1,0,1,0,0,0,,,,0,1,1,0.5,0.333,0.5,0.833
20250604,11099,11001,3,3,2,0,0,0,0,0,,,,1,0,0,0.667,0.667,1.0,1.667
20250609,11099,11001,3,3,2,0,1,0,1,0,,,,0,0,0,0.667,0.667,1.0,1.667
20250615,11099,11001,5,4,1,0,2,1,2,0,,,,0,0,0,0.25,0.4,0.25,0.65
20250617,11099,11001,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250622,11099,11001,4,4,2,0,0,0,1,1,,,,0,0,0,0.5,0.5,0.5,1.0
20250627,11099,11001,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250633,11099,11001,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250638,11099,11001,2,2,1,0,0,0,0,0,,,,0,0,0,0.5,0.5,0.5,1.0
20250643,11099,11001,4,3,1,0,0,1,0,1,,,,0,0,0,0.333,0.5,0.333,0.833
20250649,11099,11001,5,5,1,0,0,0,0,1,,,,0,0,0,0.2,0.2,0.4,0.6
20250654,11099,11001,4,4,1,0,0,0,0,0,,,,0,0,0,0.25,0.25,0.25,0.5
20250659,11099,11001,4,4,2,0,1,0,0,0,,,,0,0,0,0.5,0.5,0.5,1.0
20250662,11099,11001,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20250667,11099,11001,4,4,3,0,0,0,0,3,,,,0,0,0,0.75,0.75,0.75,1.5
20250672,11099,11001,4,4,2,0,0,0,1,0,,,,0,0,0,0.5,0.5,0.5,1.0
20250864,11099,11001,2,2,0,0,0,0,1,1,,,,0,0,0,0.0,0.0,0.0,0.0
20250870,11099,11001,3,1,0,0,0,2,0,0,,,,0,0,0,0.0,0.667,0.0,0.667
20250874,11099,11001,2,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250878,11099,11001,2,2,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250881,11099,11001,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250889,11099,11001,1,1,1,0,1,0,0,0,,,,0,0,0,1.0,1.0,1.0,2.0
20250891,11099,11001,3,3,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250905,11099,11001,4,2,1,0,1,2,0,1,,,,0,0,0,0.5,0.75,0.5,1.25
20250910,11099,11001,4,4,2,1,1,0,1,1,,,,0,0,0,0.5,0.5,1.25,1.75
20250915,11099,11001,3,3,1,0,0,0,0,0,,,,0,0,0,0.333,0.333,0.667,1.0
20250919,11099,11001,3,2,1,0,0,0,0,0,,,,0,0,0,0.5,0.5,0.5,1.0
20250922,11099,11001,2,1,0,0,0,1,0,0,,,,0,0,0,0.0,0.5,0.0,0.5
20250926,11099,11001,4,4,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250930,11099,11001,5,5,2,0,0,0,2,1,,,,0,0,0,0.4,0.4,0.6,1.0
20250934,11099,11001,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250937,11099,11001,5,4,1,0,1,1,1,1,,,,0,0,0,0.25,0.4,0.25,0.65
20250941,11099,11001,3,3,1,0,0,0,0,1,,,,0,0,0,0.333,0.333,0.333,0.666
20250947,11099,11001,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250990,11099,11001,2,2,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250956,11099,11001,3,3,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20250994,11099,11001,3,3,3,0,2,0,0,2,,,,0,0,0,1.0,1.0,1.667,2.667
20250995,11099,11001,4,3,1,0,0,1,0,1,,,,0,0,0,0.333,0.5,0.667,1.167
20250996,11099,11001,4,4,2,0,0,0,0,0,,,,0,0,0,0.5,0.5,0.5,1.0
20230578,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230593,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230596,11108,9002,1,0,0,0,0,1,0,0,,,,0,0,0,,1.0,,
20230601,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230606,11108,9002,5,4,0,0,0,1,2,0,,,,0,0,0,0.0,0.2,0.0,0.2
20230617,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230622,11108,9002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230633,11108,9002,2,2,1,1,2,0,1,1,,,,0,0,0,0.5,0.5,2.0,2.5
20230648,11108,9002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230658,11108,9002,3,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230891,11108,9002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230894,11108,9002,2,2,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230902,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230907,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230916,11108,9002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230923,11108,9002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230003,11119,2002,3,1,0,0,0,1,0,0,,,,0,0,0,0.0,0.5,0.0,0.5
20230008,11119,2002,4,4,0,0,0,0,1,1,,,,0,0,0,0.0,0.0,0.0,0.0
20230028,11119,2002,2,1,0,0,0,1,1,0,,,,0,0,0,0.0,0.5,0.0,0.5
20230033,11119,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230038,11119,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230043,11119,2002,4,4,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230048,11119,2002,3,2,0,0,0,1,0,0,,,,0,0,0,0.0,0.333,0.0,0.333
20230057,11119,2002,2,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230062,11119,2002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230067,11119,2002,4,4,2,0,0,0,0,0,,,,0,0,0,0.5,0.5,0.75,1.25
20230075,11119,2002,4,2,1,0,0,1,1,1,,,,0,0,0,0.5,0.75,0.5,1.25
20230085,11119,2002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230089,11119,2002,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230094,11119,2002,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230099,11119,2002,4,4,1,0,0,0,2,0,,,,0,0,0,0.25,0.25,0.25,0.5
20230114,11119,2002,3,3,1,0,2,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20230116,11119,2002,3,3,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230121,11119,2002,5,2,0,0,0,3,2,0,,,,0,0,0,0.0,0.6,0.0,0.6
20230126,11119,2002,2,2,0,0,0,0,1,1,,,,0,0,0,0.0,0.0,0.0,0.0
20230134,11119,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230139,11119,2002,4,3,2,0,1,0,1,1,,,,0,0,0,0.667,0.667,0.667,1.334
20230164,11119,2002,3,3,1,0,0,0,1,0,,,,0,0,0,0.333,0.333,0.333,0.666
20230169,11119,2002,3,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230174,11119,2002,2,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230176,11119,2002,2,2,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230181,11119,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230186,11119,2002,4,4,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230194,11119,2002,2,1,0,0,0,1,1,0,,,,0,0,0,0.0,0.5,0.0,0.5
20230199,11119,2002,4,4,1,0,0,0,1,0,,,,0,0,0,0.25,0.25,0.25,0.5
20230208,11119,2002,4,2,0,0,0,1,2,0,,,,0,0,0,0.0,0.5,0.0,0.5
20230213,11119,2002,3,2,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230218,11119,2002,2,2,0,0,0,0,2,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230224,11119,2002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230229,11119,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230244,11119,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230249,11119,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230254,11119,2002,1,1,1,0,0,0,0,0,,,,0,0,0,1.0,1.0,2.0,3.0
20230270,11119,2002,4,3,1,0,0,1,2,1,,,,0,0,0,0.333,0.5,0.333,0.833
20230289,11119,2002,2,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230312,11119,2002,1,1,0,0,0,0,1,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230633,11119,2002,0,0,0,0,0,0,0,0,,,,0,0,0,,,,
20230659,11119,2002,1,1,0,0,0,0,0,0,,,,0,0,0,0.0,0.0,0.0,0.0
20230664,11119,2002,3,3,0,0,0,0,0,1,,,,0,0,0,0.0,0.0,0.0,0.0
