game_id,team_code,year,team_avg_weighted,team_ops_weighted,team_isop_weighted,team_bb_k_weighted
20230005,1001,2023,0.0,0.0,0.0,0.0
20230010,1001,2023,0.16129032258064516,0.4390681003584229,0.0,0.5555555555555556
20230015,1001,2023,0.2698412698412698,0.6736247010219613,0.047619047619047616,0.5
20230025,1001,2023,0.2736842105263158,0.7457943925233645,0.12631578947368421,0.4583333333333333
20230026,1001,2023,0.24603174603174602,0.6506223592554528,0.09523809523809526,0.36363636363636365
20230031,1001,2023,0.2229299363057325,0.594941925814912,0.09554140127388533,0.3157894736842105
20230036,1001,2023,0.2192513368983957,0.5810186386999636,0.0802139037433155,0.40476190476190477
20230042,1001,2023,0.22321428571428573,0.5747314169570268,0.06696428571428573,0.425531914893617
20230047,1001,2023,0.22568093385214008,0.594627038662141,0.08171206225680935,0.4107142857142857
20230052,1001,2023,0.22758620689655173,0.5848101265822785,0.07241379310344825,0.4067796610169492
20230060,1001,2023,0.2345679012345679,0.6341725620751838,0.10185185185185186,0.4411764705882353
20230065,1001,2023,0.24382716049382716,0.6780864197530865,0.12037037037037038,0.53125
20230070,1001,2023,0.23708206686930092,0.6533538743390099,0.10942249240121579,0.5396825396825397
20230072,1001,2023,0.2469879518072289,0.6544225683220688,0.09036144578313252,0.5737704918032787
20230077,1001,2023,0.25449101796407186,0.6740986112880621,0.08982035928143711,0.6610169491525424
20230082,1001,2023,0.27635327635327633,0.7034022978607362,0.07692307692307693,0.6086956521739131
20230089,1001,2023,0.28291316526610644,0.709420610349403,0.07563025210084034,0.5492957746478874
20230094,1001,2023,0.2869318181818182,0.7238378749713763,0.07670454545454547,0.6
20230099,1001,2023,0.2808022922636103,0.7011757233693965,0.06017191977077363,0.625
20230108,1001,2023,0.276657060518732,0.6973773038422172,0.060518731988472574,0.618421052631579
20230113,1001,2023,0.26099706744868034,0.6389711884390967,0.03519061583577715,0.5714285714285714
20230118,1001,2023,0.26239067055393583,0.630709426627794,0.034985422740524796,0.4810126582278481
20230123,1001,2023,0.27011494252873564,0.6498662433489137,0.03448275862068967,0.5324675324675324
20230128,1001,2023,0.2621082621082621,0.6219329612186755,0.02564102564102566,0.5
20230133,1001,2023,0.2577903682719547,0.6156921575624286,0.033994334277620386,0.4268292682926829
20230138,1001,2023,0.2359882005899705,0.5807197640117994,0.035398230088495575,0.47368421052631576
20230143,1001,2023,0.2275449101796407,0.5623860973704764,0.035928143712574884,0.44155844155844154
20230163,1001,2023,0.24260355029585798,0.6031356161980255,0.05325443786982251,0.42105263157894735
20230168,1001,2023,0.2565597667638484,0.6351175898931001,0.06122448979591838,0.4305555555555556
20230173,1001,2023,0.2434017595307918,0.6175464320625611,0.07038123167155425,0.4166666666666667
20230180,1001,2023,0.24633431085043989,0.6106205912657525,0.06158357771260997,0.417910447761194
20230185,1001,2023,0.24550898203592814,0.6043462525498453,0.053892215568862256,0.4603174603174603
20230190,1001,2023,0.2329192546583851,0.5805573952422718,0.06521739130434784,0.3709677419354839
20230194,1001,2023,0.22741433021806853,0.5702915383645759,0.06542056074766353,0.3709677419354839
20230199,1001,2023,0.23510971786833856,0.5846394984326019,0.05642633228840127,0.4576271186440678
20230210,1001,2023,0.2453416149068323,0.6032365380191467,0.055900621118012445,0.5
20230215,1001,2023,0.25609756097560976,0.6550813008130081,0.08231707317073172,0.5263157894736842
20230220,1001,2023,0.24148606811145512,0.6242226985261041,0.08359133126934981,0.43548387096774194
20230221,1001,2023,0.21779141104294478,0.5695009305852348,0.07361963190184048,0.4444444444444444
20230226,1001,2023,0.24251497005988024,0.6067590845705848,0.06287425149700601,0.43283582089552236
20230231,1001,2023,0.2543859649122807,0.6322788353863382,0.06140350877192979,0.463768115942029
20230238,1001,2023,0.2521246458923513,0.6131936666886268,0.05099150141643061,0.4246575342465753
20230243,1001,2023,0.2443820224719101,0.5916450590607893,0.04213483146067415,0.4155844155844156
20230248,1001,2023,0.2349570200573066,0.5860121179560649,0.05157593123209167,0.4230769230769231
20230252,1001,2023,0.2413793103448276,0.6009367363562313,0.06034482758620688,0.4
20230257,1001,2023,0.23768115942028986,0.6016760850344058,0.06956521739130436,0.3625
20230262,1001,2023,0.23008849557522124,0.5777496839443742,0.06194690265486727,0.36363636363636365
20230269,1001,2023,0.22093023255813954,0.5430494725803467,0.04360465116279072,0.38666666666666666
20230274,1001,2023,0.25501432664756446,0.610020337035329,0.0515759312320917,0.3561643835616438
20230279,1001,2023,0.2564841498559078,0.6183362151777138,0.06051873198847263,0.36363636363636365
20230283,1001,2023,0.24709302325581395,0.6049309787339883,0.061046511627906974,0.3939393939393939
20230288,1001,2023,0.25,0.6200756978394575,0.061764705882352944,0.45454545454545453
20230293,1001,2023,0.25806451612903225,0.6351561152320165,0.06158357771260997,0.4838709677419355
20230299,1001,2023,0.26956521739130435,0.6498231199360949,0.05217391304347824,0.5079365079365079
20230304,1001,2023,0.2608695652173913,0.626337354882768,0.043478260869565244,0.515625
20230309,1001,2023,0.27953890489913547,0.6889629102885587,0.06916426512968299,0.5666666666666667
20230311,1001,2023,0.2784090909090909,0.6790938228438228,0.05965909090909094,0.5932203389830508
20230316,1001,2023,0.27793696275071633,0.6791941538393194,0.06017191977077363,0.5555555555555556
20230321,1001,2023,0.25443786982248523,0.6321603927986907,0.05325443786982248,0.5806451612903226
20230328,1001,2023,0.24251497005988024,0.6092336603388966,0.044910179640718556,0.6666666666666666
20230333,1001,2023,0.24477611940298508,0.6148613500860309,0.05373134328358206,0.5538461538461539
20230338,1001,2023,0.24411764705882352,0.6063921568627451,0.05294117647058824,0.5238095238095238
20230344,1001,2023,0.2565597667638484,0.6300905324535829,0.05247813411078717,0.5230769230769231
20230349,1001,2023,0.25146198830409355,0.6285153644500288,0.06140350877192985,0.5
20230354,1001,2023,0.24709302325581395,0.6148062015503876,0.061046511627906974,0.44776119402985076
20230358,1001,2023,0.23768115942028986,0.5578857630008525,0.02608695652173912,0.4307692307692308
20230363,1001,2023,0.23529411764705882,0.5456241032998566,0.017647058823529405,0.4444444444444444
20230368,1001,2023,0.2594752186588921,0.6066691928760894,0.026239067055393583,0.5517241379310345
20230375,1001,2023,0.2653061224489796,0.6195875175467012,0.026239067055393583,0.55
20230380,1001,2023,0.2737752161383285,0.6399362960715911,0.03458213256484155,0.4492753623188406
20230389,1001,2023,0.28034682080924855,0.6536115788994583,0.034682080924855474,0.5161290322580645
20230394,1001,2023,0.2735294117647059,0.6403743315508021,0.03529411764705881,0.4626865671641791
20230399,1001,2023,0.2668621700879765,0.624633431085044,0.03519061583577715,0.42028985507246375
20230405,1001,2023,0.2648809523809524,0.6184034572733204,0.0357142857142857,0.36486486486486486
20230410,1001,2023,0.2648809523809524,0.6347270615563299,0.04464285714285715,0.3974358974358974
20230415,1001,2023,0.2626865671641791,0.6326659385996845,0.04477611940298509,0.3855421686746988
20230425,1001,2023,0.25892857142857145,0.6215062111801242,0.044642857142857095,0.32967032967032966
20230430,1001,2023,0.24702380952380953,0.5922131147540983,0.04464285714285715,0.3068181818181818
20230439,1001,2023,0.2565597667638484,0.6096248785228378,0.043731778425655954,0.3181818181818182
20230444,1001,2023,0.24853801169590642,0.587625730994152,0.03508771929824564,0.34523809523809523
20230448,1001,2023,0.25,0.5879128377763625,0.03448275862068967,0.3146067415730337
20230453,1001,2023,0.25142857142857145,0.5932275132275132,0.042857142857142816,0.2808988764044944
20230458,1001,2023,0.24853801169590642,0.6014376871580202,0.052631578947368446,0.32142857142857145
20230464,1001,2023,0.2755681818181818,0.6498013554568824,0.042613636363636354,0.4266666666666667
20230469,1001,2023,0.2857142857142857,0.6635897435897435,0.03428571428571431,0.4857142857142857
20230474,1001,2023,0.30337078651685395,0.6956645102712518,0.0337078651685393,0.53125
20230477,1001,2023,0.3135593220338983,0.7309322033898304,0.0423728813559322,0.6842105263157895
20230482,1001,2023,0.3133514986376022,0.7207449100684845,0.03269754768392369,0.5909090909090909
20230487,1001,2023,0.3087431693989071,0.7131681964540997,0.03278688524590162,0.6190476190476191
20230494,1001,2023,0.31891891891891894,0.7374424784496727,0.032432432432432434,0.7049180327868853
20230499,1001,2023,0.32432432432432434,0.7461798336798338,0.032432432432432434,0.711864406779661
20230504,1001,2023,0.33962264150943394,0.7714643400058763,0.024258760107816746,0.8518518518518519
20230507,1001,2023,0.3492063492063492,0.7813584348468069,0.015873015873015872,0.8392857142857143
20230512,1001,2023,0.33513513513513515,0.758497920997921,0.024324324324324298,0.7636363636363637
20230517,1001,2023,0.34146341463414637,0.7705774138033351,0.03252032520325199,0.6851851851851852
20230521,1001,2023,0.325068870523416,0.7511951061416302,0.04132231404958675,0.609375
20230526,1001,2023,0.3178082191780822,0.7235244376796888,0.0328767123287671,0.5555555555555556
20230537,1001,2023,0.3125,0.7319228086491514,0.051136363636363646,0.5964912280701754
20230542,1001,2023,0.3123209169054441,0.7344720033428844,0.06017191977077363,0.5
20230547,1001,2023,0.3112391930835735,0.7279584527765317,0.06051873198847263,0.45
20230552,1001,2023,0.29253731343283584,0.6886599610642441,0.05373134328358209,0.509090909090909
20230557,1001,2023,0.2844311377245509,0.674388927063905,0.053892215568862256,0.4666666666666667
20230562,1001,2023,0.2628398791540785,0.6354761884725109,0.06344410876132933,0.4
20230570,1001,2023,0.2702702702702703,0.6491228070175439,0.06306306306306303,0.375
20230575,1001,2023,0.282798833819242,0.6861030126336249,0.06997084548104959,0.4090909090909091
20230580,1001,2023,0.2785923753665689,0.674110219059981,0.0703812316715543,0.41379310344827586
20230585,1001,2023,0.2861356932153392,0.7178745116798214,0.08849557522123896,0.5263157894736842
20230597,1001,2023,0.2831858407079646,0.6909388226240862,0.07079646017699115,0.4666666666666667
20230602,1001,2023,0.2785923753665689,0.6832054129680423,0.0703812316715543,0.5178571428571429
20230607,1001,2023,0.2743362831858407,0.6818955800177471,0.07964601769911506,0.509090909090909
20230623,1001,2023,0.2944606413994169,0.7215820978847466,0.07871720116618075,0.5454545454545454
20230629,1001,2023,0.2927536231884058,0.7210434782608696,0.08695652173913043,0.54
20230634,1001,2023,0.2823529411764706,0.6986919296020295,0.07941176470588235,0.5686274509803921
20230639,1001,2023,0.2713864306784661,0.6728280521457798,0.07079646017699115,0.6739130434782609
20230644,1001,2023,0.25225225225225223,0.6223826005842354,0.05405405405405406,0.7111111111111111
20230649,1001,2023,0.25449101796407186,0.6191843954367687,0.04491017964071853,0.6875
20230654,1001,2023,0.2536873156342183,0.5975693215339233,0.026548672566371667,0.6111111111111112
20230656,1001,2023,0.2543859649122807,0.6017543859649123,0.02631578947368418,0.6363636363636364
20230661,1001,2023,0.26608187134502925,0.6274761948501271,0.02631578947368418,0.6271186440677966
20230666,1001,2023,0.25,0.5923252279635258,0.01785714285714285,0.59375
20230863,1001,2023,0.23391812865497075,0.5629803129114235,0.017543859649122806,0.609375
20230869,1001,2023,0.23615160349854228,0.5722971646097373,0.017492711370262398,0.65625
20230875,1001,2023,0.25936599423631124,0.6444303946362406,0.043227665706051854,0.7213114754098361
20230881,1001,2023,0.27089337175792505,0.6692847654236747,0.04322766570605191,0.7230769230769231
20230889,1001,2023,0.26099706744868034,0.6528114241999234,0.043988269794721424,0.7014925373134329
